experiment_no,metal,variant,description,source_supported,comparison,lnQ,target_lnK,lnQ_minus_target_lnK,abs_ln_residual,aqueous_charge_residual,source
1,Na,paper_eq14_no_activity_vs_inverse_k,Mole-fraction quotient compared against reciprocal reported constants.,False,inverse_k,15.294902432097734,27.493348310803476,-12.198445878705742,12.198445878705742,-2.9999914819629943e-07,Rezaee2025_SI_TablesS1_S2
1,Li,inverse_quotient_with_activity_vs_paper_k,Inverse of the Rezaee Eq. 14/15 activity quotient compared against reported constants.,False,paper_k,-14.930901389721985,-19.52985865272526,4.598957263003275,4.598957263003275,-2.9999914819629943e-07,Rezaee2025_SI_TablesS1_S2
1,Na,inverse_quotient_with_activity_vs_paper_k,Inverse of the Rezaee Eq. 14/15 activity quotient compared against reported constants.,False,paper_k,-12.82525918407171,-27.493348310803476,14.668089126731767,14.668089126731767,-2.9999914819629943e-07,Rezaee2025_SI_TablesS1_S2
1,Li,drop_water_with_activity_vs_paper_k,Water omitted from the product activity term.,False,paper_k,14.951829937635711,-19.52985865272526,34.481688590360974,34.481688590360974,-2.9999914819629943e-07,Rezaee2025_SI_TablesS1_S2
1,Na,drop_water_with_activity_vs_paper_k,Water omitted from the product activity term.,False,paper_k,12.846187731985435,-27.493348310803476,40.33953604278891,40.33953604278891,-2.9999914819629943e-07,Rezaee2025_SI_TablesS1_S2
1,Li,drop_hydroxide_with_activity_vs_paper_k,Hydroxide omitted from the reactant activity term.,False,paper_k,0.20247023222122526,-19.52985865272526,19.732328884946483,19.732328884946483,-2.9999914819629943e-07,Rezaee2025_SI_TablesS1_S2
1,Na,drop_hydroxide_with_activity_vs_paper_k,Hydroxide omitted from the reactant activity term.,False,paper_k,-1.9031719734290506,-27.493348310803476,25.590176337374427,25.590176337374427,-2.9999914819629943e-07,Rezaee2025_SI_TablesS1_S2
1,Li,h_product_exchange_with_activity_vs_paper_k,Hydrogen ion treated as the aqueous product instead of hydroxide/water stoichiometry.,False,paper_k,-6.563715355472487,-19.52985865272526,12.966143297252772,12.966143297252772,-2.9999914819629943e-07,Rezaee2025_SI_TablesS1_S2
1,Na,h_product_exchange_with_activity_vs_paper_k,Hydrogen ion treated as the aqueous product instead of hydroxide/water stoichiometry.,False,paper_k,-8.669357561122762,-27.493348310803476,18.823990749680714,18.823990749680714,-2.9999914819629943e-07,Rezaee2025_SI_TablesS1_S2
1,Li,nh4_product_exchange_with_activity_vs_paper_k,NH4+ included as an extra aqueous product proxy.,False,paper_k,0.29231198660490776,-19.52985865272526,19.822170639330167,19.822170639330167,-2.9999914819629943e-07,Rezaee2025_SI_TablesS1_S2
1,Na,nh4_product_exchange_with_activity_vs_paper_k,NH4+ included as an extra aqueous product proxy.,False,paper_k,-1.8133302190453673,-27.493348310803476,25.680018091758107,25.680018091758107,-2.9999914819629943e-07,Rezaee2025_SI_TablesS1_S2
1,Li,topo_reactant_exchange_with_activity_vs_paper_k,TOPO included as an explicit organic reactant.,False,paper_k,8.430421569593179,-19.52985865272526,27.96028022231844,27.96028022231844,-2.9999914819629943e-07,Rezaee2025_SI_TablesS1_S2
1,Na,topo_reactant_exchange_with_activity_vs_paper_k,TOPO included as an explicit organic reactant.,False,paper_k,6.324779363942904,-27.493348310803476,33.81812767474638,33.81812767474638,-2.9999914819629943e-07,Rezaee2025_SI_TablesS1_S2
2,Li,paper_eq14_with_activity_vs_paper_k,"Rezaee Eq. 14/15 exactly as implemented from the paper text, with ePC-SAFT/PC-SAFT activity coefficients.",True,paper_k,14.911941871289505,-19.52985865272526,34.441800524014766,34.441800524014766,-3.9999890425932404e-07,Rezaee2025_SI_TablesS1_S2
2,Na,paper_eq14_with_activity_vs_paper_k,"Rezaee Eq. 14/15 exactly as implemented from the paper text, with ePC-SAFT/PC-SAFT activity coefficients.",True,paper_k,12.82537350117631,-27.493348310803476,40.318721811979785,40.318721811979785,-3.9999890425932404e-07,Rezaee2025_SI_TablesS1_S2
2,Li,paper_eq14_no_activity_vs_paper_k,Same reaction quotient using mole fractions only.,False,paper_k,15.31378895239303,-19.52985865272526,34.84364760511829,34.84364760511829,-3.9999890425932404e-07,Rezaee2025_SI_TablesS1_S2
2,Na,paper_eq14_no_activity_vs_paper_k,Same reaction quotient using mole fractions only.,False,paper_k,15.198012064993367,-27.493348310803476,42.69136037579685,42.69136037579685,-3.9999890425932404e-07,Rezaee2025_SI_TablesS1_S2
2,Li,paper_eq14_aqueous_activity_only_vs_paper_k,"Aqueous activity coefficients retained, organic activity coefficients set to unity.",False,paper_k,15.84883043362012,-19.52985865272526,35.37868908634538,35.37868908634538,-3.9999890425932404e-07,Rezaee2025_SI_TablesS1_S2
2,Na,paper_eq14_aqueous_activity_only_vs_paper_k,"Aqueous activity coefficients retained, organic activity coefficients set to unity.",False,paper_k,15.801603597828015,-27.493348310803476,43.29495190863149,43.29495190863149,-3.9999890425932404e-07,Rezaee2025_SI_TablesS1_S2
2,Li,paper_eq14_organic_activity_only_vs_paper_k,"Organic activity coefficients retained, aqueous activity coefficients set to unity.",False,paper_k,14.376900390062415,-19.52985865272526,33.90675904278768,33.90675904278768,-3.9999890425932404e-07,Rezaee2025_SI_TablesS1_S2
2,Na,paper_eq14_organic_activity_only_vs_paper_k,"Organic activity coefficients retained, aqueous activity coefficients set to unity.",False,paper_k,12.221781968341663,-27.493348310803476,39.71513027914514,39.71513027914514,-3.9999890425932404e-07,Rezaee2025_SI_TablesS1_S2
2,Li,paper_eq14_with_activity_vs_inverse_k,Rezaee Eq. 14/15 quotient compared against reciprocal reported constants.,False,inverse_k,14.911941871289505,19.52985865272526,-4.6179167814357545,4.6179167814357545,-3.9999890425932404e-07,Rezaee2025_SI_TablesS1_S2
2,Na,paper_eq14_with_activity_vs_inverse_k,Rezaee Eq. 14/15 quotient compared against reciprocal reported constants.,False,inverse_k,12.82537350117631,27.493348310803476,-14.667974809627166,14.667974809627166,-3.9999890425932404e-07,Rezaee2025_SI_TablesS1_S2
2,Li,paper_eq14_no_activity_vs_inverse_k,Mole-fraction quotient compared against reciprocal reported constants.,False,inverse_k,15.31378895239303,19.52985865272526,-4.216069700332229,4.216069700332229,-3.9999890425932404e-07,Rezaee2025_SI_TablesS1_S2
2,Na,paper_eq14_no_activity_vs_inverse_k,Mole-fraction quotient compared against reciprocal reported constants.,False,inverse_k,15.198012064993367,27.493348310803476,-12.295336245810109,12.295336245810109,-3.9999890425932404e-07,Rezaee2025_SI_TablesS1_S2
2,Li,inverse_quotient_with_activity_vs_paper_k,Inverse of the Rezaee Eq. 14/15 activity quotient compared against reported constants.,False,paper_k,-14.911941871289505,-19.52985865272526,4.6179167814357545,4.6179167814357545,-3.9999890425932404e-07,Rezaee2025_SI_TablesS1_S2
2,Na,inverse_quotient_with_activity_vs_paper_k,Inverse of the Rezaee Eq. 14/15 activity quotient compared against reported constants.,False,paper_k,-12.82537350117631,-27.493348310803476,14.667974809627166,14.667974809627166,-3.9999890425932404e-07,Rezaee2025_SI_TablesS1_S2
2,Li,drop_water_with_activity_vs_paper_k,Water omitted from the product activity term.,False,paper_k,14.932878281584587,-19.52985865272526,34.462736934309845,34.462736934309845,-3.9999890425932404e-07,Rezaee2025_SI_TablesS1_S2
2,Na,drop_water_with_activity_vs_paper_k,Water omitted from the product activity term.,False,paper_k,12.846309911471394,-27.493348310803476,40.33965822227487,40.33965822227487,-3.9999890425932404e-07,Rezaee2025_SI_TablesS1_S2
2,Li,drop_hydroxide_with_activity_vs_paper_k,Hydroxide omitted from the reactant activity term.,False,paper_k,0.18379226046311412,-19.52985865272526,19.713650913188374,19.713650913188374,-3.9999890425932404e-07,Rezaee2025_SI_TablesS1_S2
2,Na,drop_hydroxide_with_activity_vs_paper_k,Hydroxide omitted from the reactant activity term.,False,paper_k,-1.902776109650079,-27.493348310803476,25.590572201153396,25.590572201153396,-3.9999890425932404e-07,Rezaee2025_SI_TablesS1_S2
2,Li,h_product_exchange_with_activity_vs_paper_k,Hydrogen ion treated as the aqueous product instead of hydroxide/water stoichiometry.,False,paper_k,-6.644271526413913,-19.52985865272526,12.885587126311346,12.885587126311346,-3.9999890425932404e-07,Rezaee2025_SI_TablesS1_S2
2,Na,h_product_exchange_with_activity_vs_paper_k,Hydrogen ion treated as the aqueous product instead of hydroxide/water stoichiometry.,False,paper_k,-8.730839896527106,-27.493348310803476,18.76250841427637,18.76250841427637,-3.9999890425932404e-07,Rezaee2025_SI_TablesS1_S2
2,Li,nh4_product_exchange_with_activity_vs_paper_k,NH4+ included as an extra aqueous product proxy.,False,paper_k,0.27358508085810485,-19.52985865272526,19.803443733583364,19.803443733583364,-3.9999890425932404e-07,Rezaee2025_SI_TablesS1_S2
2,Na,nh4_product_exchange_with_activity_vs_paper_k,NH4+ included as an extra aqueous product proxy.,False,paper_k,-1.8129832892550901,-27.493348310803476,25.680365021548386,25.680365021548386,-3.9999890425932404e-07,Rezaee2025_SI_TablesS1_S2
2,Li,topo_reactant_exchange_with_activity_vs_paper_k,TOPO included as an explicit organic reactant.,False,paper_k,8.266220173072448,-19.52985865272526,27.796078825797707,27.796078825797707,-3.9999890425932404e-07,Rezaee2025_SI_TablesS1_S2
2,Na,topo_reactant_exchange_with_activity_vs_paper_k,TOPO included as an explicit organic reactant.,False,paper_k,6.1796518029592535,-27.493348310803476,33.67300011376273,33.67300011376273,-3.9999890425932404e-07,Rezaee2025_SI_TablesS1_S2
3,Li,paper_eq14_with_activity_vs_paper_k,"Rezaee Eq. 14/15 exactly as implemented from the paper text, with ePC-SAFT/PC-SAFT activity coefficients.",True,paper_k,11.753378880289512,-19.52985865272526,31.28323753301477,31.28323753301477,-3.1999837645554485e-07,Rezaee2025_SI_TablesS1_S2
3,Na,paper_eq14_with_activity_vs_paper_k,"Rezaee Eq. 14/15 exactly as implemented from the paper text, with ePC-SAFT/PC-SAFT activity coefficients.",True,paper_k,9.656620374750064,-27.493348310803476,37.14996868555354,37.14996868555354,-3.1999837645554485e-07,Rezaee2025_SI_TablesS1_S2
3,Li,paper_eq14_no_activity_vs_paper_k,Same reaction quotient using mole fractions only.,False,paper_k,12.210351387260369,-19.52985865272526,31.740210039985627,31.740210039985627,-3.1999837645554485e-07,Rezaee2025_SI_TablesS1_S2
3,Na,paper_eq14_no_activity_vs_paper_k,Same reaction quotient using mole fractions only.,False,paper_k,12.182031387930342,-27.493348310803476,39.67537969873382,39.67537969873382,-3.1999837645554485e-07,Rezaee2025_SI_TablesS1_S2
3,Li,paper_eq14_aqueous_activity_only_vs_paper_k,"Aqueous activity coefficients retained, organic activity coefficients set to unity.",False,paper_k,12.7469942833595,-19.52985865272526,32.27685293608476,32.27685293608476,-3.1999837645554485e-07,Rezaee2025_SI_TablesS1_S2
3,Na,paper_eq14_aqueous_activity_only_vs_paper_k,"Aqueous activity coefficients retained, organic activity coefficients set to unity.",False,paper_k,12.785507326141216,-27.493348310803476,40.27885563694469,40.27885563694469,-3.1999837645554485e-07,Rezaee2025_SI_TablesS1_S2
3,Li,paper_eq14_organic_activity_only_vs_paper_k,"Organic activity coefficients retained, aqueous activity coefficients set to unity.",False,paper_k,11.21673598419038,-19.52985865272526,30.74659463691564,30.74659463691564,-3.1999837645554485e-07,Rezaee2025_SI_TablesS1_S2
3,Na,paper_eq14_organic_activity_only_vs_paper_k,"Organic activity coefficients retained, aqueous activity coefficients set to unity.",False,paper_k,9.05314443653919,-27.493348310803476,36.54649274734267,36.54649274734267,-3.1999837645554485e-07,Rezaee2025_SI_TablesS1_S2
3,Li,paper_eq14_with_activity_vs_inverse_k,Rezaee Eq. 14/15 quotient compared against reciprocal reported constants.,False,inverse_k,11.753378880289512,19.52985865272526,-7.7764797724357475,7.7764797724357475,-3.1999837645554485e-07,Rezaee2025_SI_TablesS1_S2
3,Na,paper_eq14_with_activity_vs_inverse_k,Rezaee Eq. 14/15 quotient compared against reciprocal reported constants.,False,inverse_k,9.656620374750064,27.493348310803476,-17.836727936053414,17.836727936053414,-3.1999837645554485e-07,Rezaee2025_SI_TablesS1_S2
3,Li,paper_eq14_no_activity_vs_inverse_k,Mole-fraction quotient compared against reciprocal reported constants.,False,inverse_k,12.210351387260369,19.52985865272526,-7.319507265464891,7.319507265464891,-3.1999837645554485e-07,Rezaee2025_SI_TablesS1_S2
3,Na,paper_eq14_no_activity_vs_inverse_k,Mole-fraction quotient compared against reciprocal reported constants.,False,inverse_k,12.182031387930342,27.493348310803476,-15.311316922873134,15.311316922873134,-3.1999837645554485e-07,Rezaee2025_SI_TablesS1_S2
3,Li,inverse_quotient_with_activity_vs_paper_k,Inverse of the Rezaee Eq. 14/15 activity quotient compared against reported constants.,False,paper_k,-11.753378880289512,-19.52985865272526,7.7764797724357475,7.7764797724357475,-3.1999837645554485e-07,Rezaee2025_SI_TablesS1_S2
3,Na,inverse_quotient_with_activity_vs_paper_k,Inverse of the Rezaee Eq. 14/15 activity quotient compared against reported constants.,False,paper_k,-9.656620374750064,-27.493348310803476,17.836727936053414,17.836727936053414,-3.1999837645554485e-07,Rezaee2025_SI_TablesS1_S2
3,Li,drop_water_with_activity_vs_paper_k,Water omitted from the product activity term.,False,paper_k,11.774005646524882,-19.52985865272526,31.303864299250144,31.303864299250144,-3.1999837645554485e-07,Rezaee2025_SI_TablesS1_S2
3,Na,drop_water_with_activity_vs_paper_k,Water omitted from the product activity term.,False,paper_k,9.677247140985434,-27.493348310803476,37.17059545178891,37.17059545178891,-3.1999837645554485e-07,Rezaee2025_SI_TablesS1_S2
3,Li,drop_hydroxide_with_activity_vs_paper_k,Hydroxide omitted from the reactant activity term.,False,paper_k,-0.6704673054950855,-19.52985865272526,18.859391347230176,18.859391347230176,-3.1999837645554485e-07,Rezaee2025_SI_TablesS1_S2
3,Na,drop_hydroxide_with_activity_vs_paper_k,Hydroxide omitted from the reactant activity term.,False,paper_k,-2.7672258110345354,-27.493348310803476,24.72612249976894,24.72612249976894,-3.1999837645554485e-07,Rezaee2025_SI_TablesS1_S2
3,Li,h_product_exchange_with_activity_vs_paper_k,Hydrogen ion treated as the aqueous product instead of hydroxide/water stoichiometry.,False,paper_k,-8.160344292366892,-19.52985865272526,11.369514360358368,11.369514360358368,-3.1999837645554485e-07,Rezaee2025_SI_TablesS1_S2
3,Na,h_product_exchange_with_activity_vs_paper_k,Hydrogen ion treated as the aqueous product instead of hydroxide/water stoichiometry.,False,paper_k,-10.257102797906342,-27.493348310803476,17.236245512897135,17.236245512897135,-3.1999837645554485e-07,Rezaee2025_SI_TablesS1_S2
3,Li,nh4_product_exchange_with_activity_vs_paper_k,NH4+ included as an extra aqueous product proxy.,False,paper_k,-0.5821841730573194,-19.52985865272526,18.94767447966794,18.94767447966794,-3.1999837645554485e-07,Rezaee2025_SI_TablesS1_S2
3,Na,nh4_product_exchange_with_activity_vs_paper_k,NH4+ included as an extra aqueous product proxy.,False,paper_k,-2.6789426785967674,-27.493348310803476,24.814405632206707,24.814405632206707,-3.1999837645554485e-07,Rezaee2025_SI_TablesS1_S2
3,Li,topo_reactant_exchange_with_activity_vs_paper_k,TOPO included as an explicit organic reactant.,False,paper_k,5.067249451555462,-19.52985865272526,24.59710810428072,24.59710810428072,-3.1999837645554485e-07,Rezaee2025_SI_TablesS1_S2
3,Na,topo_reactant_exchange_with_activity_vs_paper_k,TOPO included as an explicit organic reactant.,False,paper_k,2.970490946016014,-27.493348310803476,30.46383925681949,30.46383925681949,-3.1999837645554485e-07,Rezaee2025_SI_TablesS1_S2
4,Li,paper_eq14_with_activity_vs_paper_k,"Rezaee Eq. 14/15 exactly as implemented from the paper text, with ePC-SAFT/PC-SAFT activity coefficients.",True,paper_k,12.35205315875066,-19.52985865272526,31.88191181147592,31.88191181147592,-2.999984719277964e-07,Rezaee2025_SI_TablesS1_S2
4,Na,paper_eq14_with_activity_vs_paper_k,"Rezaee Eq. 14/15 exactly as implemented from the paper text, with ePC-SAFT/PC-SAFT activity coefficients.",True,paper_k,10.277665079406994,-27.493348310803476,37.77101339021047,37.77101339021047,-2.999984719277964e-07,Rezaee2025_SI_TablesS1_S2
4,Li,paper_eq14_no_activity_vs_paper_k,Same reaction quotient using mole fractions only.,False,paper_k,12.787366621371715,-19.52985865272526,32.31722527409698,32.31722527409698,-2.999984719277964e-07,Rezaee2025_SI_TablesS1_S2
4,Na,paper_eq14_no_activity_vs_paper_k,Same reaction quotient using mole fractions only.,False,paper_k,12.729084858143079,-27.493348310803476,40.22243316894655,40.22243316894655,-2.999984719277964e-07,Rezaee2025_SI_TablesS1_S2
4,Li,paper_eq14_aqueous_activity_only_vs_paper_k,"Aqueous activity coefficients retained, organic activity coefficients set to unity.",False,paper_k,13.325298968265574,-19.52985865272526,32.85515762099084,32.85515762099084,-2.999984719277964e-07,Rezaee2025_SI_TablesS1_S2
4,Na,paper_eq14_aqueous_activity_only_vs_paper_k,"Aqueous activity coefficients retained, organic activity coefficients set to unity.",False,paper_k,13.33429263457056,-27.493348310803476,40.827640945374036,40.827640945374036,-2.999984719277964e-07,Rezaee2025_SI_TablesS1_S2
4,Li,paper_eq14_organic_activity_only_vs_paper_k,"Organic activity coefficients retained, aqueous activity coefficients set to unity.",False,paper_k,11.814120811856801,-19.52985865272526,31.343979464582063,31.343979464582063,-2.999984719277964e-07,Rezaee2025_SI_TablesS1_S2
4,Na,paper_eq14_organic_activity_only_vs_paper_k,"Organic activity coefficients retained, aqueous activity coefficients set to unity.",False,paper_k,9.672457302979513,-27.493348310803476,37.16580561378299,37.16580561378299,-2.999984719277964e-07,Rezaee2025_SI_TablesS1_S2
4,Li,paper_eq14_with_activity_vs_inverse_k,Rezaee Eq. 14/15 quotient compared against reciprocal reported constants.,False,inverse_k,12.35205315875066,19.52985865272526,-7.177805493974599,7.177805493974599,-2.999984719277964e-07,Rezaee2025_SI_TablesS1_S2
4,Na,paper_eq14_with_activity_vs_inverse_k,Rezaee Eq. 14/15 quotient compared against reciprocal reported constants.,False,inverse_k,10.277665079406994,27.493348310803476,-17.215683231396483,17.215683231396483,-2.999984719277964e-07,Rezaee2025_SI_TablesS1_S2
4,Li,paper_eq14_no_activity_vs_inverse_k,Mole-fraction quotient compared against reciprocal reported constants.,False,inverse_k,12.787366621371715,19.52985865272526,-6.742492031353544,6.742492031353544,-2.999984719277964e-07,Rezaee2025_SI_TablesS1_S2
4,Na,paper_eq14_no_activity_vs_inverse_k,Mole-fraction quotient compared against reciprocal reported constants.,False,inverse_k,12.729084858143079,27.493348310803476,-14.764263452660398,14.764263452660398,-2.999984719277964e-07,Rezaee2025_SI_TablesS1_S2
4,Li,inverse_quotient_with_activity_vs_paper_k,Inverse of the Rezaee Eq. 14/15 activity quotient compared against reported constants.,False,paper_k,-12.35205315875066,-19.52985865272526,7.177805493974599,7.177805493974599,-2.999984719277964e-07,Rezaee2025_SI_TablesS1_S2
4,Na,inverse_quotient_with_activity_vs_paper_k,Inverse of the Rezaee Eq. 14/15 activity quotient compared against reported constants.,False,paper_k,-10.277665079406994,-27.493348310803476,17.215683231396483,17.215683231396483,-2.999984719277964e-07,Rezaee2025_SI_TablesS1_S2
4,Li,drop_water_with_activity_vs_paper_k,Water omitted from the product activity term.,False,paper_k,12.37263927132473,-19.52985865272526,31.90249792404999,31.90249792404999,-2.999984719277964e-07,Rezaee2025_SI_TablesS1_S2
4,Na,drop_water_with_activity_vs_paper_k,Water omitted from the product activity term.,False,paper_k,10.298251191981064,-27.493348310803476,37.79159950278454,37.79159950278454,-2.999984719277964e-07,Rezaee2025_SI_TablesS1_S2
4,Li,drop_hydroxide_with_activity_vs_paper_k,Hydroxide omitted from the reactant activity term.,False,paper_k,-0.07323628207935065,-19.52985865272526,19.45662237064591,19.45662237064591,-2.999984719277964e-07,Rezaee2025_SI_TablesS1_S2
4,Na,drop_hydroxide_with_activity_vs_paper_k,Hydroxide omitted from the reactant activity term.,False,paper_k,-2.1476243614230155,-27.493348310803476,25.34572394938046,25.34572394938046,-2.999984719277964e-07,Rezaee2025_SI_TablesS1_S2
4,Li,h_product_exchange_with_activity_vs_paper_k,Hydrogen ion treated as the aqueous product instead of hydroxide/water stoichiometry.,False,paper_k,-7.080646507966334,-19.52985865272526,12.449212144758926,12.449212144758926,-2.999984719277964e-07,Rezaee2025_SI_TablesS1_S2
4,Na,h_product_exchange_with_activity_vs_paper_k,Hydrogen ion treated as the aqueous product instead of hydroxide/water stoichiometry.,False,paper_k,-9.155034587309997,-27.493348310803476,18.338313723493478,18.338313723493478,-2.999984719277964e-07,Rezaee2025_SI_TablesS1_S2
4,Li,nh4_product_exchange_with_activity_vs_paper_k,NH4+ included as an extra aqueous product proxy.,False,paper_k,0.01515412977254016,-19.52985865272526,19.5450127824978,19.5450127824978,-2.999984719277964e-07,Rezaee2025_SI_TablesS1_S2
4,Na,nh4_product_exchange_with_activity_vs_paper_k,NH4+ included as an extra aqueous product proxy.,False,paper_k,-2.0592339495711265,-27.493348310803476,25.43411436123235,25.43411436123235,-2.999984719277964e-07,Rezaee2025_SI_TablesS1_S2
4,Li,topo_reactant_exchange_with_activity_vs_paper_k,TOPO included as an explicit organic reactant.,False,paper_k,5.730473667988388,-19.52985865272526,25.260332320713648,25.260332320713648,-2.999984719277964e-07,Rezaee2025_SI_TablesS1_S2
4,Na,topo_reactant_exchange_with_activity_vs_paper_k,TOPO included as an explicit organic reactant.,False,paper_k,3.6560855886447214,-27.493348310803476,31.149433899448198,31.149433899448198,-2.999984719277964e-07,Rezaee2025_SI_TablesS1_S2
5,Li,paper_eq14_with_activity_vs_paper_k,"Rezaee Eq. 14/15 exactly as implemented from the paper text, with ePC-SAFT/PC-SAFT activity coefficients.",True,paper_k,13.982944155142366,-19.52985865272526,33.51280280786763,33.51280280786763,-2.9999914819629943e-07,Rezaee2025_SI_TablesS1_S2
5,Na,paper_eq14_with_activity_vs_paper_k,"Rezaee Eq. 14/15 exactly as implemented from the paper text, with ePC-SAFT/PC-SAFT activity coefficients.",True,paper_k,10.724538332515852,-27.493348310803476,38.21788664331933,38.21788664331933,-2.9999914819629943e-07,Rezaee2025_SI_TablesS1_S2
5,Li,paper_eq14_no_activity_vs_paper_k,Same reaction quotient using mole fractions only.,False,paper_k,15.796282014946511,-19.52985865272526,35.32614066767177,35.32614066767177,-2.9999914819629943e-07,Rezaee2025_SI_TablesS1_S2
5,Na,paper_eq14_no_activity_vs_paper_k,Same reaction quotient using mole fractions only.,False,paper_k,15.689892506182161,-27.493348310803476,43.18324081698564,43.18324081698564,-2.9999914819629943e-07,Rezaee2025_SI_TablesS1_S2
5,Li,paper_eq14_aqueous_activity_only_vs_paper_k,"Aqueous activity coefficients retained, organic activity coefficients set to unity.",False,paper_k,16.331970616209734,-19.52985865272526,35.861829268935,35.861829268935,-2.9999914819629943e-07,Rezaee2025_SI_TablesS1_S2
5,Na,paper_eq14_aqueous_activity_only_vs_paper_k,"Aqueous activity coefficients retained, organic activity coefficients set to unity.",False,paper_k,16.294356020528486,-27.493348310803476,43.787704331331966,43.787704331331966,-2.9999914819629943e-07,Rezaee2025_SI_TablesS1_S2
5,Li,paper_eq14_organic_activity_only_vs_paper_k,"Organic activity coefficients retained, aqueous activity coefficients set to unity.",False,paper_k,13.447255553879144,-19.52985865272526,32.977114206604405,32.977114206604405,-2.9999914819629943e-07,Rezaee2025_SI_TablesS1_S2
5,Na,paper_eq14_organic_activity_only_vs_paper_k,"Organic activity coefficients retained, aqueous activity coefficients set to unity.",False,paper_k,10.120074818169527,-27.493348310803476,37.613423128973004,37.613423128973004,-2.9999914819629943e-07,Rezaee2025_SI_TablesS1_S2
5,Li,paper_eq14_with_activity_vs_inverse_k,Rezaee Eq. 14/15 quotient compared against reciprocal reported constants.,False,inverse_k,13.982944155142366,19.52985865272526,-5.546914497582893,5.546914497582893,-2.9999914819629943e-07,Rezaee2025_SI_TablesS1_S2
5,Na,paper_eq14_with_activity_vs_inverse_k,Rezaee Eq. 14/15 quotient compared against reciprocal reported constants.,False,inverse_k,10.724538332515852,27.493348310803476,-16.768809978287624,16.768809978287624,-2.9999914819629943e-07,Rezaee2025_SI_TablesS1_S2
5,Li,paper_eq14_no_activity_vs_inverse_k,Mole-fraction quotient compared against reciprocal reported constants.,False,inverse_k,15.796282014946511,19.52985865272526,-3.7335766377787483,3.7335766377787483,-2.9999914819629943e-07,Rezaee2025_SI_TablesS1_S2
5,Na,paper_eq14_no_activity_vs_inverse_k,Mole-fraction quotient compared against reciprocal reported constants.,False,inverse_k,15.689892506182161,27.493348310803476,-11.803455804621315,11.803455804621315,-2.9999914819629943e-07,Rezaee2025_SI_TablesS1_S2
