case_id,sample_id,sample_type,model_basis,temperature_C,aqueous_pH,TOPO_wt_pct_in_organic,TDS_feature_mg_L,Li_feed_mg_L,Na_mg_L,Na_Li_mass_ratio,organic_to_aqueous_mass_ratio,stage_count,one_stage_Li_extraction_pct,one_stage_Na_extraction_pct,three_stage_Li_cumulative_pct,three_stage_Na_cumulative_pct,D_Li_phase_ratio_corrected,D_Na_phase_ratio_corrected,selectivity_Li_Na,validity_flag,validity_notes
Li_feed_mg_L_high,10,seed_anchor,calibrated_rezaee_section32_doe_basis_surface_distribution_surrogate,23.0,10.4,10.0,305000.0,300.0,64100.00000000001,213.66666666666669,1.0,3,47.987784138968095,6.127620126440661,85.92928816540335,17.279436348536304,0.9226252591734135,0.06527607092410154,14.134203332277426,calibrated_surface_with_warnings,outside_rezaee_doe_na_li
organic_to_aqueous_mass_ratio_low,11,seed_anchor,calibrated_rezaee_section32_doe_basis_surface_distribution_surrogate,23.0,10.4,10.0,305000.0,168.0,64100.00000000001,381.5476190476191,0.5,3,33.921478934758724,2.916204518303398,71.14766654548788,8.495966104008378,1.0267021231079625,0.06007603027537579,17.090046036693465,calibrated_surface_with_warnings,outside_rezaee_doe_na_li
organic_to_aqueous_mass_ratio_high,12,seed_anchor,calibrated_rezaee_section32_doe_basis_surface_distribution_surrogate,23.0,10.4,10.0,305000.0,168.0,64100.00000000001,381.5476190476191,1.5,3,60.63074560649052,8.266478703970634,93.89800890445864,22.805884716580604,1.026702123107963,0.06007603027537578,17.090046036693472,calibrated_surface_with_warnings,outside_rezaee_doe_na_li
TDS_feature_mg_L_low,13,seed_anchor,calibrated_rezaee_section32_doe_basis_surface_distribution_surrogate,23.0,10.4,10.0,152500.0,168.0,32050.000000000004,190.77380952380955,1.0,3,47.46659169237779,6.221619485722699,85.5020454230946,17.52768497270223,0.9035505827915364,0.06634385720465164,13.619204864805251,calibrated_surface_with_warnings,outside_rezaee_doe_na_li
TDS_feature_mg_L_high,14,seed_anchor,calibrated_rezaee_section32_doe_basis_surface_distribution_surrogate,23.0,10.4,10.0,340000.0,168.0,71455.73770491804,425.33177205308357,1.0,3,51.15922845084615,5.584566049343427,88.349419957464,15.835493606457973,1.0474697026307003,0.05914886809991294,17.70904053246358,calibrated_surface_with_warnings,outside_rezaee_doe_na_li; high_tds_process_feature
stress_high_na_high_tds_low_oa,15,seed_anchor,calibrated_rezaee_section32_doe_basis_surface_distribution_surrogate,23.0,10.4,10.0,340000.0,168.0,71455.73770491804,425.33177205308357,0.5,3,34.371783966432275,2.872491106215782,71.73351560456464,8.372307315331085,1.0474697026307005,0.05914886809991294,17.709040532463582,calibrated_surface_with_warnings,outside_rezaee_doe_na_li; high_tds_process_feature
best_practical_selectivity_corner,16,seed_anchor,calibrated_rezaee_section32_doe_basis_surface_distribution_surrogate,23.0,10.4,10.0,305000.0,168.0,64100.00000000001,381.5476190476191,1.5,3,60.63074560649052,8.266478703970634,93.89800890445864,22.805884716580604,1.026702123107963,0.06007603027537578,17.090046036693472,calibrated_surface_with_warnings,outside_rezaee_doe_na_li
pretreatment_leakage_guardrail,17,seed_anchor,calibrated_rezaee_section32_doe_basis_surface_distribution_surrogate,23.0,10.4,10.0,305000.0,168.0,64100.00000000001,381.5476190476191,1.0,3,50.658757959630854,5.667143540616596,87.9875876265779,16.056136035119827,1.0267021231079623,0.06007603027537579,17.090046036693458,calibrated_surface_with_warnings,outside_rezaee_doe_na_li; residual_divalent_guardrail
corner_high_tds_low_li_low_oa,18,explicit_corner,calibrated_rezaee_section32_doe_basis_surface_distribution_surrogate,23.0,10.4,10.0,340000.0,100.0,71455.73770491804,714.5573770491803,0.5,3,36.5601102706608,2.672356257728575,74.46785758107053,7.804732594145214,1.1525905995940833,0.054914639972279834,20.98876729731626,calibrated_surface_with_warnings,outside_rezaee_doe_na_li; high_tds_process_feature
corner_high_tds_high_li_low_oa,19,explicit_corner,calibrated_rezaee_section32_doe_basis_surface_distribution_surrogate,23.0,10.4,10.0,340000.0,300.0,71455.73770491804,238.1857923497268,0.5,3,32.00256985645102,3.1133862145444224,68.56036477014564,9.052381291349597,0.9412876277497717,0.06426865575958023,14.646138411094094,calibrated_surface_with_warnings,outside_rezaee_doe_na_li; high_tds_process_feature
corner_low_tds_high_li_high_oa,20,explicit_corner,calibrated_rezaee_section32_doe_basis_surface_distribution_surrogate,23.0,10.4,10.0,152500.0,300.0,32050.000000000004,106.83333333333334,1.5,3,54.91304436095434,9.757851030025167,90.83457230620745,26.50999340775464,0.8119575988610949,0.07208642629045973,11.263668358165694,calibrated_surface_with_warnings,outside_rezaee_doe_na_li
corner_low_tds_low_li_high_oa,21,explicit_corner,calibrated_rezaee_section32_doe_basis_surface_distribution_surrogate,23.0,10.4,10.0,152500.0,100.0,32050.000000000004,320.50000000000006,1.5,3,59.86099520794821,8.457757451704616,93.5330455632389,23.287763957289563,0.9942281913908956,0.06159456892077277,16.1414911868243,calibrated_surface_with_warnings,outside_rezaee_doe_na_li
nominal_ms2_clean_li_na,22,explicit_corner,calibrated_rezaee_section32_doe_basis_surface_distribution_surrogate,23.0,10.4,10.0,305000.0,168.0,64100.00000000001,381.5476190476191,1.0,3,50.658757959630854,5.667143540616596,87.9875876265779,16.056136035119827,1.0267021231079623,0.06007603027537579,17.090046036693458,calibrated_surface_with_warnings,outside_rezaee_doe_na_li
lhs_0000,23,lhs_synthetic_scaffold,calibrated_rezaee_section32_doe_basis_surface_distribution_surrogate,23.0,10.4,10.0,189247.24519180032,105.01611444533104,39772.9456288341,378.73183405142055,1.0051293762453484,3,50.75250942016645,5.700255092063812,88.05593062109635,16.14449981924707,1.0253011598958366,0.060139776154684604,17.048636118276782,calibrated_surface_with_warnings,outside_rezaee_doe_na_li
lhs_0001,24,lhs_synthetic_scaffold,calibrated_rezaee_section32_doe_basis_surface_distribution_surrogate,23.0,10.4,10.0,203050.24905398165,164.13342432445967,42673.83922741057,259.9948146031045,1.1028698484395623,3,51.33866497065318,6.54174437338365,88.47735826139773,18.369395552012826,0.9566130201652348,0.06346753557712069,15.072477786739253,calibrated_surface_with_warnings,outside_rezaee_doe_na_li
lhs_0002,25,lhs_synthetic_scaffold,calibrated_rezaee_section32_doe_basis_surface_distribution_surrogate,23.0,10.4,10.0,198764.5237467506,180.69499515542407,41773.134334972834,231.1803616865085,1.1263771124533744,3,51.3246095459975,6.777361555729271,88.46737071748376,18.98523598131463,0.9361218732648623,0.06454393619039081,14.503637808879565,calibrated_surface_with_warnings,outside_rezaee_doe_na_li
lhs_0003,26,lhs_synthetic_scaffold,calibrated_rezaee_section32_doe_basis_surface_distribution_surrogate,23.0,10.4,10.0,156889.17522830286,232.18088951243956,32972.446334866276,142.01188738705264,0.9872648595933649,3,45.79363348063895,6.3956461238595255,84.07237977833388,17.985970627287095,0.855699202887977,0.06920774469731948,12.364211644670448,calibrated_surface_with_warnings,outside_rezaee_doe_na_li
lhs_0004,27,lhs_synthetic_scaffold,calibrated_rezaee_section32_doe_basis_surface_distribution_surrogate,23.0,10.4,10.0,197340.91247164176,136.27484163026642,41473.942588302416,304.34042037507766,0.6127528886766611,3,37.63384419882743,3.6630070183083325,75.74245051771875,10.591407326215052,0.984791383399978,0.062052501985667745,15.870292927550851,calibrated_surface_with_warnings,outside_rezaee_doe_na_li
lhs_0005,28,lhs_synthetic_scaffold,calibrated_rezaee_section32_doe_basis_surface_distribution_surrogate,23.0,10.4,10.0,338184.1333516452,116.61656809765155,71074.10802570642,609.4683558702473,1.0095492308718512,3,53.05100093499076,5.3672096422938225,89.65146165743948,15.25288203481291,1.1192825741072185,0.056179699371266566,19.923256739242753,calibrated_surface_with_warnings,outside_rezaee_doe_na_li; high_tds_process_feature
lhs_0006,29,lhs_synthetic_scaffold,calibrated_rezaee_section32_doe_basis_surface_distribution_surrogate,23.0,10.4,10.0,317904.9819115607,113.18775842700364,66812.16177223292,590.27727645407,0.6752326250606588,3,42.900594980756345,3.670958509506829,81.3836408582983,10.6135443974971,1.1127005806108132,0.05643763665426731,19.71557716754039,calibrated_surface_with_warnings,outside_rezaee_doe_na_li; high_tds_process_feature
lhs_0007,30,lhs_synthetic_scaffold,calibrated_rezaee_section32_doe_basis_surface_distribution_surrogate,23.0,10.4,10.0,213114.9864366749,196.26431354074464,44789.08403472414,228.2079876198476,1.3236225784136053,3,55.279676067485255,7.884212676914495,91.05634944610044,21.83682264895307,0.9338914126521516,0.06466363221779599,14.442297480393263,calibrated_surface_with_warnings,outside_rezaee_doe_na_li
lhs_0008,31,lhs_synthetic_scaffold,calibrated_rezaee_section32_doe_basis_surface_distribution_surrogate,23.0,10.4,10.0,211744.68027172968,246.42002809560736,44501.09509973073,180.59041484430378,0.6672673923331062,3,37.376464557641555,4.271240469389866,75.44088307110522,12.274208789226648,0.8944596096111476,0.06686697690857463,13.376701788599139,calibrated_surface_with_warnings,outside_rezaee_doe_na_li
lhs_0009,32,lhs_synthetic_scaffold,calibrated_rezaee_section32_doe_basis_surface_distribution_surrogate,23.0,10.4,10.0,194980.82829257473,173.860540484683,40977.93801165259,235.69429784018598,0.7046711058496504,3,39.83202403216172,4.338854613410143,78.21807759411104,12.459962239435985,0.9394647921906194,0.064365486668278,14.59578480362251,calibrated_surface_with_warnings,outside_rezaee_doe_na_li
lhs_0010,33,lhs_synthetic_scaffold,calibrated_rezaee_section32_doe_basis_surface_distribution_surrogate,23.0,10.4,10.0,273798.8616172162,237.23351559302895,57542.645998896915,242.5569838016083,0.5832935690585903,3,35.520923853324575,3.6042388835795087,73.19249356757634,10.427682613033905,0.9444484498876085,0.06410153694817379,14.733631904195946,calibrated_surface_with_warnings,outside_rezaee_doe_na_li
lhs_0011,34,lhs_synthetic_scaffold,calibrated_rezaee_section32_doe_basis_surface_distribution_surrogate,23.0,10.4,10.0,336350.37506904744,142.42599560605956,70688.71817024899,496.318932997099,1.0222504147480018,3,52.41902827608432,5.584079829246883,89.22791128230006,15.834193309987722,1.0777011921847217,0.05785609169296154,18.62727261122322,calibrated_surface_with_warnings,outside_rezaee_doe_na_li; high_tds_process_feature
lhs_0012,35,lhs_synthetic_scaffold,calibrated_rezaee_section32_doe_basis_surface_distribution_surrogate,23.0,10.4,10.0,176042.14029777737,226.4443462286639,36997.70882979518,163.38543861207657,0.7954327403426289,3,41.12354140904288,5.119387503104857,79.59084433612676,14.585335613610805,0.8781028067302132,0.06783238100002567,12.945186263325784,calibrated_surface_with_warnings,outside_rezaee_doe_na_li
lhs_0013,36,lhs_synthetic_scaffold,calibrated_rezaee_section32_doe_basis_surface_distribution_surrogate,23.0,10.4,10.0,325675.942471732,176.09701249386012,68445.33741782958,388.67971948255524,1.4722759154652656,3,60.2663452873187,8.106333249774648,93.72699634961651,22.40088944148002,1.0302132575793201,0.05991694541063354,17.194021666473116,calibrated_surface_with_warnings,outside_rezaee_doe_na_li; high_tds_process_feature
lhs_0014,37,lhs_synthetic_scaffold,calibrated_rezaee_section32_doe_basis_surface_distribution_surrogate,23.0,10.4,10.0,298317.4715100202,185.08249475242934,62695.57352063048,338.7439401251509,0.9279672679038271,3,48.242178319822976,5.366341632080463,86.13474152814241,15.250550008934605,1.0044267306058794,0.061108275812256814,16.436836373714478,calibrated_surface_with_warnings,outside_rezaee_doe_na_li
lhs_0015,38,lhs_synthetic_scaffold,calibrated_rezaee_section32_doe_basis_surface_distribution_surrogate,23.0,10.4,10.0,243790.579997023,195.92954982225012,51235.9874682268,261.5020935571422,1.3581788312429566,3,56.533773080108,7.92990104236941,91.78786975199927,21.953069069696184,0.9576329289374643,0.06341502976348898,15.101040439609141,calibrated_surface_with_warnings,outside_rezaee_doe_na_li
lhs_0016,39,lhs_synthetic_scaffold,calibrated_rezaee_section32_doe_basis_surface_distribution_surrogate,23.0,10.4,10.0,162431.16323919577,272.204136508161,34137.172339778524,125.4101894912058,1.0501636167332267,3,46.75935545002785,6.888803148583801,84.90858667835974,19.27543241589893,0.8363118366095983,0.07045063268761761,11.870891782020692,calibrated_surface_with_warnings,outside_rezaee_doe_na_li
lhs_0017,40,lhs_synthetic_scaffold,calibrated_rezaee_section32_doe_basis_surface_distribution_surrogate,23.0,10.4,10.0,280966.6811822385,207.89417745794574,59049.06315993931,284.0342326176218,1.4061210633018497,3,57.756376683003346,8.098391087228839,92.46152525544508,22.3807675536951,0.972335326997552,0.06266902201842219,15.515406107849014,calibrated_surface_with_warnings,outside_rezaee_doe_na_li
lhs_0018,41,lhs_synthetic_scaffold,calibrated_rezaee_section32_doe_basis_surface_distribution_surrogate,23.0,10.4,10.0,339865.6115850407,180.89332246212538,71427.49410688889,394.8597611824176,0.8266503144874705,3,46.06565749213422,4.709142726350485,84.31096736574173,13.472590429322317,1.0332134478135464,0.05978177202244969,17.283085008345797,calibrated_surface_with_warnings,outside_rezaee_doe_na_li; high_tds_process_feature
lhs_0019,42,lhs_synthetic_scaffold,calibrated_rezaee_section32_doe_basis_surface_distribution_surrogate,23.0,10.4,10.0,173799.87051721814,133.52125661608864,36526.46459066781,273.5629181179123,1.3131658078915351,3,55.908808492709746,7.641603846407993,91.42852612697074,21.217610723919034,0.9656257435704786,0.0630069664867932,15.325698052339689,calibrated_surface_with_warnings,outside_rezaee_doe_na_li
lhs_0020,43,lhs_synthetic_scaffold,calibrated_rezaee_section32_doe_basis_surface_distribution_surrogate,23.0,10.4,10.0,154266.31313228977,154.0733120750238,32421.215317310736,210.42719781037542,1.3466473730438424,3,55.336341458244064,8.09637263797591,91.0903040454822,22.375653151740636,0.9200305736384244,0.06541900694419087,14.063658508654909,calibrated_surface_with_warnings,outside_rezaee_doe_na_li
lhs_0021,44,lhs_synthetic_scaffold,calibrated_rezaee_section32_doe_basis_surface_distribution_surrogate,23.0,10.4,10.0,260742.95950524215,114.4323729218153,54798.76624356073,478.8746824379968,1.257490617391611,3,57.37952467939445,6.81439701478761,92.25796970342368,19.081754182635013,1.0706164306569208,0.05815323236534024,18.410265209866754,calibrated_surface_with_warnings,outside_rezaee_doe_na_li
lhs_0022,45,lhs_synthetic_scaffold,calibrated_rezaee_section32_doe_basis_surface_distribution_surrogate,23.0,10.4,10.0,160351.83408993966,181.72212431903344,33700.172344803716,185.4489235754217,1.1828276072269763,3,51.53117545635356,7.303729299917768,88.61357310191518,20.349815399939786,0.8988476953815907,0.06661330073938582,13.493516841301597,calibrated_surface_with_warnings,outside_rezaee_doe_na_li
lhs_0023,46,lhs_synthetic_scaffold,calibrated_rezaee_section32_doe_basis_surface_distribution_surrogate,23.0,10.4,10.0,338573.9510217977,134.1636891342893,71156.03364097454,530.3673005723022,0.5744264404821049,3,38.52503323146193,3.1870672024591387,76.7675555215514,9.259716917584292,1.090963692390101,0.05730907813321083,19.036489992985654,calibrated_surface_with_warnings,outside_rezaee_doe_na_li; high_tds_process_feature
lhs_0024,47,lhs_synthetic_scaffold,calibrated_rezaee_section32_doe_basis_surface_distribution_surrogate,23.0,10.4,10.0,251075.23725903907,172.1249971221365,52766.959699358704,306.5618624929667,1.181988067977717,3,53.82285025033523,6.826712261751083,90.15351171091433,19.113831986143694,0.9861125302075203,0.061987923072076866,15.908139542938251,calibrated_surface_with_warnings,outside_rezaee_doe_na_li
lhs_0025,48,lhs_synthetic_scaffold,calibrated_rezaee_section32_doe_basis_surface_distribution_surrogate,23.0,10.4,10.0,270074.572214764,257.8823396253098,56759.93468513565,220.10012305458767,0.5696277484066168,3,34.57359219888684,3.5703528942300373,71.99347479853782,10.333187367723884,0.9276844817780923,0.06499941223759537,14.272198006761725,calibrated_surface_with_warnings,outside_rezaee_doe_na_li
lhs_0026,49,lhs_synthetic_scaffold,calibrated_rezaee_section32_doe_basis_surface_distribution_surrogate,23.0,10.4,10.0,243508.47878757675,201.06442271775546,51176.699968143184,254.52886829204272,1.3777293644794262,3,56.76240030401111,8.06351841234954,91.91677385565839,22.292374623616684,0.95287352563277,0.06366090200075412,14.967955144925252,calibrated_surface_with_warnings,outside_rezaee_doe_na_li
lhs_0027,50,lhs_synthetic_scaffold,calibrated_rezaee_section32_doe_basis_surface_distribution_surrogate,23.0,10.4,10.0,324880.357591141,168.39110532871956,68278.13416915455,405.4735197317428,1.0331739644272286,3,51.754254455198975,5.796426234332999,88.77006956678657,16.400797146072332,1.038277830993583,0.059555171692349786,17.433881919728492,calibrated_surface_with_warnings,outside_rezaee_doe_na_li; high_tds_process_feature
lhs_0028,51,lhs_synthetic_scaffold,calibrated_rezaee_section32_doe_basis_surface_distribution_surrogate,23.0,10.4,10.0,192310.37259398185,106.28917716330528,40416.70453532537,380.2523042701531,0.5119992209860315,3,34.44090001598874,2.985510362030044,71.82272773375685,8.691793989064378,1.0260587044116878,0.060105287567473915,17.071022299990478,calibrated_surface_with_warnings,outside_rezaee_doe_na_li
lhs_0029,52,lhs_synthetic_scaffold,calibrated_rezaee_section32_doe_basis_surface_distribution_surrogate,23.0,10.4,10.0,292018.9652505456,279.36940324014245,61371.85466413106,219.6799433020823,0.6357431955742527,3,37.0895639686251,3.969353863340969,75.10179227907288,11.441642509938921,0.9273577630442931,0.06501719752581399,14.263268770944814,calibrated_surface_with_warnings,outside_rezaee_doe_na_li
lhs_0030,53,lhs_synthetic_scaffold,calibrated_rezaee_section32_doe_basis_surface_distribution_surrogate,23.0,10.4,10.0,293463.24232849985,127.73098371918687,61675.389617235545,482.853790219194,0.8183232576929997,3,46.7362013890969,4.537503864575382,84.88888859848203,13.004185594176231,1.0722508045352124,0.05808437590682718,18.46022769109552,calibrated_surface_with_warnings,outside_rezaee_doe_na_li
lhs_0031,54,lhs_synthetic_scaffold,calibrated_rezaee_section32_doe_basis_surface_distribution_surrogate,23.0,10.4,10.0,224706.3143462482,286.1531677853467,47225.16311342463,165.03456340853737,0.9208399265806382,3,44.75414233765893,5.871103176363686,83.13838532647733,16.599451559920396,0.8797299489967799,0.06773491687288324,12.987835367802274,calibrated_surface_with_warnings,outside_rezaee_doe_na_li
lhs_0032,55,lhs_synthetic_scaffold,calibrated_rezaee_section32_doe_basis_surface_distribution_surrogate,23.0,10.4,10.0,253466.1142048706,234.0001575311864,53269.435805023626,227.64700830564243,0.8988980172874541,3,45.62535169063988,5.495127289298988,83.92357854639486,15.596082469444283,0.9334678001844018,0.06468642247990576,14.430660475532944,calibrated_surface_with_warnings,outside_rezaee_doe_na_li
lhs_0033,56,lhs_synthetic_scaffold,calibrated_rezaee_section32_doe_basis_surface_distribution_surrogate,23.0,10.4,10.0,288298.6234236726,115.4562991401414,60589.97298838496,524.7870704294841,0.9007615569962442,3,49.514938351038275,4.915854893780966,87.13266307846584,14.034475273965219,1.088838600813818,0.05739593113215793,18.970658360898355,calibrated_surface_with_warnings,outside_rezaee_doe_na_li
lhs_0034,57,lhs_synthetic_scaffold,calibrated_rezaee_section32_doe_basis_surface_distribution_surrogate,23.0,10.4,10.0,258958.51911558,148.56842787399708,54423.74123052026,366.321041484519,1.2357000457061482,3,55.73668029271805,6.948185844537072,91.32774683628291,19.42978289359265,1.0190231564554995,0.06042734578946573,16.863609399722225,calibrated_surface_with_warnings,outside_rezaee_doe_na_li
lhs_0035,58,lhs_synthetic_scaffold,calibrated_rezaee_section32_doe_basis_surface_distribution_surrogate,23.0,10.4,10.0,262945.1372887594,252.9924338081948,55261.58459085075,218.43176793479563,0.6455354384573553,3,37.4223189683889,4.0311853189591735,75.49479185028024,11.61259316419656,0.9263842053635096,0.06507026026714577,14.23667588788245,calibrated_surface_with_warnings,outside_rezaee_doe_na_li
lhs_0036,59,lhs_synthetic_scaffold,calibrated_rezaee_section32_doe_basis_surface_distribution_surrogate,23.0,10.4,10.0,291853.847158169,197.2282144956014,61337.15279619225,310.9958326857955,1.3060999753584384,3,56.35809057400684,7.475613312854495,91.6878909761964,20.79207341776642,0.9887263439280235,0.061860609188601916,15.98313299685708,calibrated_surface_with_warnings,outside_rezaee_doe_na_li
lhs_0037,60,lhs_synthetic_scaffold,calibrated_rezaee_section32_doe_basis_surface_distribution_surrogate,23.0,10.4,10.0,314010.9100735283,145.463398573271,65993.76831381365,453.6795438652706,0.7395770489775577,3,43.94473083758956,4.154233312526403,82.38635143649203,11.952139537418727,1.0600026257930948,0.05860498010666487,18.087244870040415,calibrated_surface_with_warnings,outside_rezaee_doe_na_li; high_tds_process_feature
lhs_0038,61,lhs_synthetic_scaffold,calibrated_rezaee_section32_doe_basis_surface_distribution_surrogate,23.0,10.4,10.0,212317.15636040806,186.91796285742424,44621.40892689232,238.7218876386336,0.8379468039957668,3,44.105222571057816,5.108609237374242,82.53720750528849,14.556223453262218,0.9416778128896433,0.06424797199742562,14.656926648632206,calibrated_surface_with_warnings,outside_rezaee_doe_na_li
lhs_0039,62,lhs_synthetic_scaffold,calibrated_rezaee_section32_doe_basis_surface_distribution_surrogate,23.0,10.4,10.0,216704.72953352818,268.82041102495737,45543.51856753822,169.41986805946053,1.0404481097169946,3,47.90985756703929,6.560442553317877,85.86594962486738,18.41838122047631,0.8839931694556366,0.06748106662840156,13.099869543016082,calibrated_surface_with_warnings,outside_rezaee_doe_na_li
lhs_0040,63,lhs_synthetic_scaffold,calibrated_rezaee_section32_doe_basis_surface_distribution_surrogate,23.0,10.4,10.0,201087.44010518774,206.15887042777254,42261.32757620503,204.99398104245643,1.4745720848626176,3,57.449074174168764,8.827919784507728,92.29580898856375,24.2145922144001,0.9156046976546801,0.06566447953121496,13.943683163123659,calibrated_surface_with_warnings,outside_rezaee_doe_na_li
lhs_0041,64,lhs_synthetic_scaffold,calibrated_rezaee_section32_doe_basis_surface_distribution_surrogate,23.0,10.4,10.0,218246.20484529698,286.6577607747665,45867.48108388045,160.0078119633383,1.26532829534979,3,52.53505557107467,7.92637164944364,89.30652323225297,21.94409322905383,0.8747279413468411,0.06803555845152227,12.856923074573062,calibrated_surface_with_warnings,outside_rezaee_doe_na_li
lhs_0042,65,lhs_synthetic_scaffold,calibrated_rezaee_section32_doe_basis_surface_distribution_surrogate,23.0,10.4,10.0,332752.9509914999,188.8160063093397,69932.66937231194,370.3746877144533,1.031957195222891,3,51.30796010317704,5.861111467014094,88.45553244344465,16.572890030151054,1.0210925221477332,0.060332209578443104,16.924500681847608,calibrated_surface_with_warnings,outside_rezaee_doe_na_li; high_tds_process_feature
lhs_0043,66,lhs_synthetic_scaffold,calibrated_rezaee_section32_doe_basis_surface_distribution_surrogate,23.0,10.4,10.0,256462.26718622743,161.34289048392884,53899.11910372846,334.06565942920975,1.4784420210916813,3,59.69667130368906,8.301056756548316,93.45329533531897,22.893144514150233,1.0018550719842,0.06123006981841868,16.362141590810843,calibrated_surface_with_warnings,outside_rezaee_doe_na_li
lhs_0044,67,lhs_synthetic_scaffold,calibrated_rezaee_section32_doe_basis_surface_distribution_surrogate,23.0,10.4,10.0,155087.22656420275,113.4244655374409,32593.741713984906,287.3607696500528,1.2384511933749471,3,54.685051346899456,7.191132460659434,90.69482646835193,20.059212861782083,0.9744245922728358,0.06256463556173318,15.574686618470922,calibrated_surface_with_warnings,outside_rezaee_doe_na_li
lhs_0045,68,lhs_synthetic_scaffold,calibrated_rezaee_section32_doe_basis_surface_distribution_surrogate,23.0,10.4,10.0,265352.4832554823,157.34009408222553,55767.52189074235,354.4393577240292,1.4184527435430956,3,58.96050486523288,7.929051521405718,93.08796341102848,21.95090865768958,1.0128480878239663,0.060713287697557766,16.68247802473574,calibrated_surface_with_warnings,outside_rezaee_doe_na_li
