target_group,target_id,source,T_C,pH,topo_wt_pct,na_li_mass_ratio,oa_ratio_assumed,li_extraction_pct_exp,na_extraction_pct_exp,D_Li_from_extraction,D_Na_from_extraction,S_Li_Na_from_extraction,si_median_D_Li_molfrac_proxy,si_median_D_Na_molfrac_proxy,si_median_S_Li_Na_molfrac_proxy,model_status,notes
doe_table5,table5_run_11,Rezaee2025_Table5,25.0,10.5,20.0,20.0,1.0,36.85,10.43,0.5835312747426762,0.1164452383610584,5.011207696903308,2.2249828675762693,2.1999304186478024,1.0443692247546097,rezaee_source_regressed_li_na_bridge_with_direct_closure_gap,"Distribution coefficients use D = E/(1-E)/(O/A) on an assumed equal-phase-volume basis. SI mole-fraction ratios are kept as equilibrium-composition evidence, not as extraction percentages."
doe_table5,table5_run_12,Rezaee2025_Table5,35.0,10.5,20.0,20.0,1.0,39.59,16.16,0.6553550736633008,0.19274809160305342,3.400059986134353,2.2249828675762693,2.1999304186478024,1.0443692247546097,rezaee_source_regressed_li_na_bridge_with_direct_closure_gap,"Distribution coefficients use D = E/(1-E)/(O/A) on an assumed equal-phase-volume basis. SI mole-fraction ratios are kept as equilibrium-composition evidence, not as extraction percentages."
doe_table5,table5_run_13,Rezaee2025_Table5,25.0,9.5,40.0,20.0,1.0,37.5,10.72,0.6,0.12007168458781362,4.997014925373135,2.2249828675762693,2.1999304186478024,1.0443692247546097,rezaee_source_regressed_li_na_bridge_with_direct_closure_gap,"Distribution coefficients use D = E/(1-E)/(O/A) on an assumed equal-phase-volume basis. SI mole-fraction ratios are kept as equilibrium-composition evidence, not as extraction percentages."
doe_table5,table5_run_14,Rezaee2025_Table5,35.0,9.5,40.0,20.0,1.0,36.32,15.01,0.5703517587939698,0.17660901282503824,3.229460091932012,2.2249828675762693,2.1999304186478024,1.0443692247546097,rezaee_source_regressed_li_na_bridge_with_direct_closure_gap,"Distribution coefficients use D = E/(1-E)/(O/A) on an assumed equal-phase-volume basis. SI mole-fraction ratios are kept as equilibrium-composition evidence, not as extraction percentages."
doe_table5,table5_run_15,Rezaee2025_Table5,25.0,10.5,40.0,20.0,1.0,38.04,10.76,0.6139444803098775,0.12057373375168087,5.091859240042143,2.2249828675762693,2.1999304186478024,1.0443692247546097,rezaee_source_regressed_li_na_bridge_with_direct_closure_gap,"Distribution coefficients use D = E/(1-E)/(O/A) on an assumed equal-phase-volume basis. SI mole-fraction ratios are kept as equilibrium-composition evidence, not as extraction percentages."
doe_table5,table5_run_16,Rezaee2025_Table5,35.0,10.5,40.0,20.0,1.0,35.44,14.74,0.5489467162329617,0.17288294628196105,3.1752508158766832,2.2249828675762693,2.1999304186478024,1.0443692247546097,rezaee_source_regressed_li_na_bridge_with_direct_closure_gap,"Distribution coefficients use D = E/(1-E)/(O/A) on an assumed equal-phase-volume basis. SI mole-fraction ratios are kept as equilibrium-composition evidence, not as extraction percentages."
doe_table5,table5_run_17,Rezaee2025_Table5,20.0,10.0,30.0,15.0,1.0,37.63,8.49,0.6033349366682701,0.09277674571085127,6.503083634218303,2.2249828675762693,2.1999304186478024,1.0443692247546097,rezaee_source_regressed_li_na_bridge_with_direct_closure_gap,"Distribution coefficients use D = E/(1-E)/(O/A) on an assumed equal-phase-volume basis. SI mole-fraction ratios are kept as equilibrium-composition evidence, not as extraction percentages."
doe_table5,table5_run_18,Rezaee2025_Table5,40.0,10.0,30.0,15.0,1.0,31.51,13.65,0.4600671630895021,0.15807759119861034,2.9103882441595967,2.2249828675762693,2.1999304186478024,1.0443692247546097,rezaee_source_regressed_li_na_bridge_with_direct_closure_gap,"Distribution coefficients use D = E/(1-E)/(O/A) on an assumed equal-phase-volume basis. SI mole-fraction ratios are kept as equilibrium-composition evidence, not as extraction percentages."
doe_table5,table5_run_19,Rezaee2025_Table5,30.0,9.0,30.0,15.0,1.0,33.64,11.07,0.5069318866787222,0.12447992803328461,4.072398616290765,2.2249828675762693,2.1999304186478024,1.0443692247546097,rezaee_source_regressed_li_na_bridge_with_direct_closure_gap,"Distribution coefficients use D = E/(1-E)/(O/A) on an assumed equal-phase-volume basis. SI mole-fraction ratios are kept as equilibrium-composition evidence, not as extraction percentages."
doe_table5,table5_run_20,Rezaee2025_Table5,30.0,11.0,30.0,15.0,1.0,39.9,11.32,0.6638935108153078,0.12764997744700046,5.200890153630874,2.2249828675762693,2.1999304186478024,1.0443692247546097,rezaee_source_regressed_li_na_bridge_with_direct_closure_gap,"Distribution coefficients use D = E/(1-E)/(O/A) on an assumed equal-phase-volume basis. SI mole-fraction ratios are kept as equilibrium-composition evidence, not as extraction percentages."
doe_table5,table5_run_21,Rezaee2025_Table5,30.0,10.0,10.0,15.0,1.0,38.01,9.79,0.6131634134537829,0.10852455381886707,5.649997091692111,2.2249828675762693,2.1999304186478024,1.0443692247546097,rezaee_source_regressed_li_na_bridge_with_direct_closure_gap,"Distribution coefficients use D = E/(1-E)/(O/A) on an assumed equal-phase-volume basis. SI mole-fraction ratios are kept as equilibrium-composition evidence, not as extraction percentages."
doe_table5,table5_run_22,Rezaee2025_Table5,30.0,10.0,50.0,15.0,1.0,38.91,11.58,0.636929120969062,0.1309658448314861,4.863322355447708,2.2249828675762693,2.1999304186478024,1.0443692247546097,rezaee_source_regressed_li_na_bridge_with_direct_closure_gap,"Distribution coefficients use D = E/(1-E)/(O/A) on an assumed equal-phase-volume basis. SI mole-fraction ratios are kept as equilibrium-composition evidence, not as extraction percentages."
doe_table5,table5_run_23,Rezaee2025_Table5,30.0,10.0,30.0,5.0,1.0,36.47,11.76,0.5740594994490792,0.13327289211242066,4.3073988291995535,2.2249828675762693,2.1999304186478024,1.0443692247546097,rezaee_source_regressed_li_na_bridge_with_direct_closure_gap,"Distribution coefficients use D = E/(1-E)/(O/A) on an assumed equal-phase-volume basis. SI mole-fraction ratios are kept as equilibrium-composition evidence, not as extraction percentages."
doe_table5,table5_run_24,Rezaee2025_Table5,30.0,10.0,30.0,25.0,1.0,30.1,7.85,0.4306151645207439,0.08518719479110147,5.054928332558796,2.2249828675762693,2.1999304186478024,1.0443692247546097,rezaee_source_regressed_li_na_bridge_with_direct_closure_gap,"Distribution coefficients use D = E/(1-E)/(O/A) on an assumed equal-phase-volume basis. SI mole-fraction ratios are kept as equilibrium-composition evidence, not as extraction percentages."
doe_table5,table5_run_25,Rezaee2025_Table5,30.0,10.0,30.0,15.0,1.0,31.83,8.55,0.46692093296171333,0.09349371241115365,4.994142610450138,2.2249828675762693,2.1999304186478024,1.0443692247546097,rezaee_source_regressed_li_na_bridge_with_direct_closure_gap,"Distribution coefficients use D = E/(1-E)/(O/A) on an assumed equal-phase-volume basis. SI mole-fraction ratios are kept as equilibrium-composition evidence, not as extraction percentages."
doe_table5,table5_run_26,Rezaee2025_Table5,30.0,10.0,30.0,15.0,1.0,31.65,8.22,0.4630577907827359,0.08956199607757682,5.170248666428162,2.2249828675762693,2.1999304186478024,1.0443692247546097,rezaee_source_regressed_li_na_bridge_with_direct_closure_gap,"Distribution coefficients use D = E/(1-E)/(O/A) on an assumed equal-phase-volume basis. SI mole-fraction ratios are kept as equilibrium-composition evidence, not as extraction percentages."
optimum_table7,table7_run_01,Rezaee2025_Table7,23.0,10.4,19.3,5.0,1.0,47.46,10.500000000000002,0.9033117624666921,0.11731843575418997,7.699657403882754,2.2249828675762693,2.1999304186478024,1.0443692247546097,rezaee_source_regressed_li_na_bridge_with_direct_closure_gap,"Distribution coefficients use D = E/(1-E)/(O/A) on an assumed equal-phase-volume basis. SI mole-fraction ratios are kept as equilibrium-composition evidence, not as extraction percentages."
optimum_table7,table7_run_02,Rezaee2025_Table7,23.0,10.0,19.3,5.0,1.0,43.69,9.730512249443208,0.7758835020422659,0.1077940341960475,7.1978334221275055,2.2249828675762693,2.1999304186478024,1.0443692247546097,rezaee_source_regressed_li_na_bridge_with_direct_closure_gap,"Distribution coefficients use D = E/(1-E)/(O/A) on an assumed equal-phase-volume basis. SI mole-fraction ratios are kept as equilibrium-composition evidence, not as extraction percentages."
optimum_table7,table7_run_03,Rezaee2025_Table7,23.0,10.4,10.0,5.0,1.0,48.57,11.013605442176871,0.9443904335990668,0.12376729607828148,7.630371378572819,2.2249828675762693,2.1999304186478024,1.0443692247546097,rezaee_source_regressed_li_na_bridge_with_direct_closure_gap,"Distribution coefficients use D = E/(1-E)/(O/A) on an assumed equal-phase-volume basis. SI mole-fraction ratios are kept as equilibrium-composition evidence, not as extraction percentages."
optimum_table7,table7_run_04,Rezaee2025_Table7,23.0,11.0,10.0,5.0,1.0,49.42,11.966101694915254,0.9770660340055358,0.1359260685406238,7.188216686437327,2.2249828675762693,2.1999304186478024,1.0443692247546097,rezaee_source_regressed_li_na_bridge_with_direct_closure_gap,"Distribution coefficients use D = E/(1-E)/(O/A) on an assumed equal-phase-volume basis. SI mole-fraction ratios are kept as equilibrium-composition evidence, not as extraction percentages."
optimum_table7,table7_run_05,Rezaee2025_Table7,23.0,11.0,19.3,5.0,1.0,48.15,11.19767441860465,0.9286403085824494,0.1260966348042425,7.364513018322084,2.2249828675762693,2.1999304186478024,1.0443692247546097,rezaee_source_regressed_li_na_bridge_with_direct_closure_gap,"Distribution coefficients use D = E/(1-E)/(O/A) on an assumed equal-phase-volume basis. SI mole-fraction ratios are kept as equilibrium-composition evidence, not as extraction percentages."
real_brine_table8,table8_li_na,Rezaee2025_Table8,23.0,10.4,10.0,1186.6965174129352,1.0,51.63,9.97,1.067397146991937,0.11074086415639232,9.638692592144842,2.2249828675762693,2.1999304186478024,1.0443692247546097,rezaee_source_regressed_li_na_bridge_with_direct_closure_gap,"Distribution coefficients use D = E/(1-E)/(O/A) on an assumed equal-phase-volume basis. SI mole-fraction ratios are kept as equilibrium-composition evidence, not as extraction percentages."
