design_id,domain,row_type,li_mg_L,na_mg_L,o_to_a_ratio,topo_wt_pct,logit_k_Li,logit_k_Na,k_Li,k_Na,synthetic_demo_data,model_basis,backend_name,direct_epcsaft_closure
src_lhs_014,source-paper-valid,generated_source_domain,1241.45595902,26019.3783948,0.705607817199,7.47438334175,-0.47799310702,-2.5638880081,0.382726135637,0.0714989990782,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_015,source-paper-valid,generated_source_domain,1343.53201974,12164.3184215,1.46169886093,13.4420765149,0.202548285196,-1.74549550203,0.550464659701,0.148616248064,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_017,source-paper-valid,generated_source_domain,1757.6255125,12081.8870739,1.00861205653,6.3414991072,-0.168858932545,-2.23502037735,0.457885288595,0.0966494318147,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_018,source-paper-valid,generated_source_domain,1879.18326513,17251.1557638,1.27795329285,12.6225065308,0.143208272773,-1.89346902011,0.535741005868,0.130849439716,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_019,source-paper-valid,generated_source_domain,1889.58849842,47144.730373,1.39161616091,13.785480272,0.128156562335,-1.76314673979,0.531995361303,0.146396670743,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_020,source-paper-valid,generated_source_domain,1005.42064361,15511.7624401,1.00931648132,5.40420369166,-0.312128646122,-2.21364447424,0.422595245713,0.0985318847843,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_022,source-paper-valid,generated_source_domain,1451.28657846,25387.9879331,1.44182267059,9.55711484513,0.316526945672,-1.85383448562,0.578477609798,0.13542331276,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_023,source-paper-valid,generated_source_domain,1685.23327269,37100.9257924,0.857642349241,10.8026927647,-0.202455814071,-2.30188739174,0.449558222693,0.0909667686302,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_024,source-paper-valid,generated_source_domain,1640.72893483,24364.7457465,1.18956801165,11.4690342347,0.112175314236,-1.97290262783,0.528014458521,0.122077457577,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_025,source-paper-valid,generated_source_domain,1534.13825319,28521.1059198,1.10849858646,7.76128149455,0.00415162834132,-2.11520174942,0.501037905595,0.107628047989,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_027,source-paper-valid,generated_source_domain,1984.1320616,26809.0720034,1.13649991869,9.07629791186,0.088698607983,-2.09832773006,0.522160125273,0.109259463259,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_028,source-paper-valid,generated_source_domain,1221.45171208,16389.4207875,1.46004029169,13.8156553863,0.156953834259,-1.73027464109,0.539158104836,0.150552453511,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_029,source-paper-valid,generated_source_domain,1331.90920213,27631.2005286,0.932291897178,11.5798061254,-0.151659391575,-2.20622550892,0.462157657274,0.0991928277281,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_030,source-paper-valid,generated_source_domain,1680.71383592,40839.4827206,1.48330484015,9.29194480815,0.345549841877,-1.81721205917,0.585538012815,0.139768740151,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_032,source-paper-valid,generated_source_domain,1730.29097766,9390.23051411,0.658096787819,7.72317894187,-0.498122055294,-2.66812597266,0.377982094161,0.0648805752101,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_033,source-paper-valid,generated_source_domain,1016.61498702,11409.9018374,0.8657250466,8.10424517996,-0.248683430953,-2.37519314235,0.438147578111,0.08508400869,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_034,source-paper-valid,generated_source_domain,1404.41300686,7762.76786727,0.926807692286,8.56422603498,-0.133152792001,-2.32525514786,0.466760897343,0.0890528273532,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_035,source-paper-valid,generated_source_domain,1045.88256817,10894.2695719,0.695182848266,7.60367383832,-0.489009124997,-2.5964919024,0.38012702025,0.0693645370825,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_037,source-paper-valid,generated_source_domain,1213.20561126,12228.5247889,0.539153558902,5.74109234937,-0.881601710097,-2.85150719009,0.292845975209,0.0546034609154,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_038,source-paper-valid,generated_source_domain,1649.50695492,29418.0595377,0.596530550657,8.19728037486,-0.591839563197,-2.73588029614,0.356212884493,0.0608890487481,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_039,source-paper-valid,generated_source_domain,1305.56170496,29513.5986629,1.32636939625,10.1861286334,0.224663607234,-1.87621009871,0.55593084624,0.13282479622,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_040,source-paper-valid,generated_source_domain,1800.17362713,41698.2068077,1.44502247045,5.2542555336,0.0583097692505,-1.84455817154,0.514573313406,0.136513096982,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_042,source-paper-valid,generated_source_domain,1770.2076426,18583.9838218,0.952416889178,13.2684912292,-0.19861266248,-2.17300333585,0.450509415403,0.102201129762,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_043,source-paper-valid,generated_source_domain,1948.57036969,41953.4397143,0.906454075874,12.269092375,-0.190292274634,-2.22140664726,0.452569969698,0.0978445678667,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_044,source-paper-valid,generated_source_domain,1080.49302485,22915.641107,1.22267099148,14.8398299985,-0.151065105084,-1.8790345218,0.462305381171,0.132499809722,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_045,source-paper-valid,generated_source_domain,1354.0378559,25730.5419555,0.81631721711,5.95656599332,-0.444096973712,-2.42060854612,0.390765176593,0.0816146310738,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_047,source-paper-valid,generated_source_domain,1450.39546477,29825.1940652,0.548805183083,10.2786166495,-0.65018308867,-2.75938658988,0.342948279899,0.0595587147007,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_048,source-paper-valid,generated_source_domain,1837.97748508,18407.2595334,0.504281761051,11.9004488645,-0.752189717243,-2.83360761915,0.320344359718,0.0555348719069,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_049,source-paper-valid,generated_source_domain,1476.5341064,22586.037773,0.562890535008,6.05866148596,-0.797345468404,-2.79780459558,0.310593635084,0.0574429267754,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_050,source-paper-valid,generated_source_domain,1218.18095883,22239.6750376,0.647805502529,10.235430728,-0.494339169757,-2.59730847328,0.378871904206,0.0693118434352,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_052,source-paper-valid,generated_source_domain,1425.52846873,19759.9504504,0.61115056272,10.1639698717,-0.538261237292,-2.66380364818,0.368592155407,0.0651433090525,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_053,source-paper-valid,generated_source_domain,1254.86046542,22570.4860073,0.708149806562,8.53118678558,-0.425343860742,-2.56414107,0.395238720987,0.0714822009065,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_054,source-paper-valid,generated_source_domain,1786.32101305,34452.2747552,0.830871180788,9.14124762754,-0.231076047712,-2.40256345167,0.442486676402,0.0829774292427,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_055,source-paper-valid,generated_source_domain,1373.35363779,21847.7173807,0.896998198435,11.2287813032,-0.174352297548,-2.25767340828,0.45652200947,0.0946896245481,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_057,source-paper-valid,generated_source_domain,1526.74122598,29589.3642831,1.01524501395,13.5995824739,-0.176690946037,-2.08795734253,0.455941827436,0.110272825577,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_058,source-paper-valid,generated_source_domain,1338.71054267,17464.2167636,0.945426409182,7.68782742558,-0.162818186011,-2.28329247171,0.459385138072,0.0925161562339,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_059,source-paper-valid,generated_source_domain,1031.31809862,8875.08509421,0.901842706304,8.29906161466,-0.195994888536,-2.34112137974,0.451157530725,0.0877740846683,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_060,source-paper-valid,generated_source_domain,1639.55400145,18041.9640005,1.45611176301,11.6009068558,0.313647801097,-1.77603683963,0.577775397365,0.144793194289,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_062,source-paper-valid,generated_source_domain,1812.92624815,30429.4139251,0.795142633025,6.98395724069,-0.365373768553,-2.45002049579,0.409659353367,0.0794370503795,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_063,source-paper-valid,generated_source_domain,1856.36661887,44369.2023622,0.57863139857,10.7296390935,-0.591987447494,-2.69464615987,0.356178971608,0.0632900140666,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_064,source-paper-valid,generated_source_domain,1091.1331169,22692.7501505,0.506226745566,13.3434057885,-0.874514871571,-2.78642382114,0.294315720361,0.058062231273,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_065,source-paper-valid,generated_source_domain,1572.22008781,16066.691186,0.855033956761,12.0664306103,-0.238567455025,-2.3022005453,0.440639409064,0.0909408767103,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_067,source-paper-valid,generated_source_domain,1316.02390935,17365.8222442,1.07586369608,7.66679488344,-0.0359614785633,-2.1537586306,0.491010599117,0.103980515276,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_068,source-paper-valid,generated_source_domain,1164.0364516,27848.9048344,0.997761045404,8.58076202498,-0.0897502716327,-2.21411488042,0.477577481395,0.0984901096202,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_069,source-paper-valid,generated_source_domain,1135.03009471,8276.91604128,1.33678718883,6.86351526153,0.12796448326,-1.95180110715,0.531947537873,0.124357098557,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_070,source-paper-valid,generated_source_domain,1763.39533227,39067.6004573,1.29503819242,12.4937247891,0.150771965684,-1.86005698334,0.537621749691,0.134696410218,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_072,source-paper-valid,generated_source_domain,1193.71265955,6131.75678987,1.4208854531,11.1084832844,0.292822248497,-1.82882321506,0.57268692527,0.138378521431,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_073,source-paper-valid,generated_source_domain,1181.2093391,28646.1498928,0.967203132897,13.8629070743,-0.269029947011,-2.12636544249,0.433145257111,0.106560526619,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_074,source-paper-valid,generated_source_domain,1322.33006369,29032.7251681,1.17212991636,8.95062150258,0.0910068549006,-2.05520311141,0.522736023776,0.113527690654,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_075,source-paper-valid,generated_source_domain,1300.5327636,11477.0241323,0.852168372373,14.3703535983,-0.42990010207,-2.27011231873,0.394150186524,0.093628680171,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_077,source-paper-valid,generated_source_domain,1801.6790934,34551.6919633,1.22931805577,5.37609476655,-0.0854097420189,-2.01096632109,0.478660535222,0.118056328253,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_078,source-paper-valid,generated_source_domain,1209.3438537,12311.6309037,1.16614976388,10.2545230094,0.10011337327,-2.02392569102,0.525007459976,0.11671367579,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_079,source-paper-valid,generated_source_domain,1782.39728839,38815.777519,1.43291610241,10.7509943011,0.314162722147,-1.78979818202,0.57790100783,0.143097468736,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_080,source-paper-valid,generated_source_domain,1952.61571117,31645.6091253,0.516776314258,11.5481271941,-0.718563025795,-2.80303897087,0.327709492899,0.0571601763935,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_082,source-paper-valid,generated_source_domain,1438.61812678,34042.5429491,1.37531316465,11.5270079431,0.242292983125,-1.81505821542,0.560278641305,0.140027905175,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_083,source-paper-valid,generated_source_domain,1619.84990382,14497.9249805,1.31417497421,5.4730283702,-0.00200081126361,-1.96358886,0.499499797351,0.123079175158,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_084,source-paper-valid,generated_source_domain,1765.39920405,40154.6659731,1.40882972629,10.6311283896,0.298044698234,-1.8077905695,0.57396445761,0.140905367468,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_085,source-paper-valid,generated_source_domain,1942.89584262,34385.9428485,0.685950065507,10.7646917227,-0.417267381074,-2.53143536327,0.397170826397,0.0736836168584,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_087,source-paper-valid,generated_source_domain,1624.70735279,29114.0475952,0.900819737978,14.8400703155,-0.428077032192,-2.18875905985,0.394585611889,0.100764480698,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_088,source-paper-valid,generated_source_domain,1190.55046977,27349.5973421,1.22336987524,7.95209293011,0.0925267204044,-2.01128151542,0.523115191317,0.118023514475,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_089,source-paper-valid,generated_source_domain,1257.18642035,27452.3167357,0.59141048658,8.31989831392,-0.614932305196,-2.73940743668,0.350934895095,0.0606876734056,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_090,source-paper-valid,generated_source_domain,1413.5651629,16318.8175357,0.531365268199,6.45089887999,-0.818019938897,-2.86259140515,0.306184133483,0.0540340891636,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_092,source-paper-valid,generated_source_domain,1831.03933812,42783.2083288,0.996694730534,6.88121244188,-0.150528537237,-2.2157761454,0.462438763427,0.098342704577,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_093,source-paper-valid,generated_source_domain,1328.7688478,15456.0355745,1.35131916552,9.0020773916,0.242549419997,-1.92901218688,0.560341817779,0.126859956408,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_094,source-paper-valid,generated_source_domain,1822.76165596,15226.7355158,0.522620491426,12.7811470167,-0.760584300715,-2.787328392,0.318519421646,0.0580127791531,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_095,source-paper-valid,generated_source_domain,1974.93524574,16615.0681248,1.44767255974,8.36316135749,0.316858224478,-1.86843086424,0.57855838714,0.133723389037,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_097,source-paper-valid,generated_source_domain,1500.6638077,37200.9511798,0.673821818212,6.12978064377,-0.615527591053,-2.60577391615,0.350799313159,0.0687677441029,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_098,source-paper-valid,generated_source_domain,1745.72542599,9058.392045,1.37847232098,14.7180492086,0.0319210900569,-1.79710989299,0.507979594954,0.142203240008,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_099,source-paper-valid,generated_source_domain,1516.95009698,31905.5197831,1.07810316084,13.0215545231,-0.0725324254656,-2.03564693804,0.481874839238,0.115510731865,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_100,source-paper-valid,generated_source_domain,1502.33150399,34937.6196628,1.4374187812,8.06632913273,0.274030865092,-1.84973455806,0.56808220758,0.135904065945,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_102,source-paper-valid,generated_source_domain,1389.04826985,20140.8122413,1.40066819326,8.6290876601,0.269235017061,-1.8875407506,0.566905093139,0.131525125854,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_103,source-paper-valid,generated_source_domain,1652.07705537,19926.1573206,1.21978887085,12.4572388166,0.097577488025,-1.93591841063,0.524375034772,0.126096947418,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_104,source-paper-valid,generated_source_domain,1007.26581044,13057.4449607,0.594136166629,14.6198050223,-0.842775984772,-2.61680813691,0.300950451825,0.0680644799782,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_105,source-paper-valid,generated_source_domain,1646.4400332,21968.4631759,1.38796673495,12.0386478879,0.246211714943,-1.81142865555,0.561243856256,0.140465548422,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_107,source-paper-valid,generated_source_domain,1265.32789602,29660.9979411,1.17164788804,5.36142352065,-0.157701141131,-2.05397303618,0.460656219777,0.113651543248,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_108,source-paper-valid,generated_source_domain,1236.33228188,12741.9374424,1.09324100824,11.7958979452,0.00317925462995,-2.06092861474,0.500794812988,0.112952754602,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_109,source-paper-valid,generated_source_domain,1815.11778437,33909.7127259,0.802130906867,14.8902492495,-0.546667458435,-2.30291189973,0.366637929161,0.0908820856985,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_110,source-paper-valid,generated_source_domain,1922.3700992,30174.768566,1.36693473478,7.06243226007,0.184606066921,-1.90991031555,0.546020893867,0.128990928063,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_112,source-paper-valid,generated_source_domain,1587.85970356,10958.8542057,0.919410536907,12.1724659844,-0.165601146283,-2.23786181644,0.458694067241,0.0964016347095,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_113,source-paper-valid,generated_source_domain,1411.36453226,34367.5691872,0.555131624703,9.72779667603,-0.642491262159,-2.79998149281,0.344683603499,0.0573251760007,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_114,source-paper-valid,generated_source_domain,1860.24492047,30382.1996291,0.914439088377,14.1669352628,-0.325235802866,-2.18730301784,0.419400275222,0.100896490836,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_115,source-paper-valid,generated_source_domain,1333.2812913,24190.0659467,1.2312907063,8.64051568656,0.135198077194,-2.01075961766,0.533748129463,0.118077851713,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_117,source-paper-valid,generated_source_domain,1432.83865214,22975.453481,0.56812317468,13.7031213206,-0.767927711233,-2.67153680477,0.316927554327,0.0646739431878,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_118,source-paper-valid,generated_source_domain,1281.03411742,24078.5551224,0.747257125561,5.31778635631,-0.609401517178,-2.50927759832,0.352195732027,0.0752103398076,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_119,source-paper-valid,generated_source_domain,1436.21923107,23126.8608146,1.14834625591,9.14708751849,0.0837105581513,-2.08351238787,0.5209154273,0.110709688278,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_120,source-paper-valid,generated_source_domain,1482.70188226,20859.1225129,0.625926338004,11.1446554972,-0.525709082943,-2.62209112797,0.371518231123,0.0677301345635,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_122,source-paper-valid,generated_source_domain,1970.98739569,42312.7351897,0.566691675346,5.69225164753,-0.820808283112,-2.78252961094,0.305592110764,0.0582755764537,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_123,source-paper-valid,generated_source_domain,1434.48926317,20433.1242651,1.02922671492,10.2152887006,-0.0171874742776,-2.14097231886,0.495703237205,0.105177844145,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_124,source-paper-valid,generated_source_domain,1409.68094745,9875.30859854,1.27230318413,12.6153984198,0.1283859576,-1.90498173411,0.532052474867,0.129545678633,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_125,source-paper-valid,generated_source_domain,1101.59748369,14894.7976268,1.30567384834,6.16297118504,0.0358648466746,-1.95954418388,0.508965250699,0.123516385791,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_127,source-paper-valid,generated_source_domain,1907.80393088,18570.9682097,1.11234548284,6.0733676513,-0.0974797878292,-2.12817393706,0.475649332287,0.106388470675,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_128,source-paper-valid,generated_source_domain,1993.498093,39805.4077295,1.38453339876,6.29120573547,0.134424852791,-1.89104678354,0.533555699004,0.131125161915,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_129,source-paper-valid,generated_source_domain,1904.42265744,37828.2617337,0.890226527251,9.71720134998,-0.153296515885,-2.33282094508,0.461750745929,0.088440976813,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_130,source-paper-valid,generated_source_domain,1542.42270768,11957.7986731,0.603687653582,11.0494899303,-0.55007395191,-2.67518224992,0.365847251751,0.064453775389,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_132,source-paper-valid,generated_source_domain,1760.91458139,17825.9206995,0.727014381508,13.5190592361,-0.488751232215,-2.43973986332,0.380187789525,0.080192098104,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_133,source-paper-valid,generated_source_domain,1777.78030989,11396.9089675,1.24168103341,8.8880314761,0.178716350424,-2.02893406689,0.544560547102,0.116198344668,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_134,source-paper-valid,generated_source_domain,1955.42426982,15370.5633002,0.981543923988,13.8723859361,-0.213955872367,-2.14009010697,0.446714149699,0.105260902852,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_135,source-paper-valid,generated_source_domain,1043.59645241,18069.6937337,0.779301822308,5.43811410761,-0.565554461757,-2.46935839889,0.362263241083,0.0780343826371,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_137,source-paper-valid,generated_source_domain,1912.38161394,19043.2697905,0.617973108241,7.4970466982,-0.576899803231,-2.71537340845,0.359646260442,0.0620722781105,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_138,source-paper-valid,generated_source_domain,1358.09255942,7702.56731927,0.683760174042,12.0772497838,-0.464282470924,-2.5407232011,0.385970395721,0.0730521863282,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_139,source-paper-valid,generated_source_domain,1269.14035205,7381.98873651,0.799588921854,6.53693685507,-0.400940460888,-2.47157931377,0.401086405039,0.0778747485434,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_140,source-paper-valid,generated_source_domain,1669.80410979,21057.5472175,1.10556905772,14.6594104183,-0.193999936696,-1.99584440825,0.451651557527,0.119639923398,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_142,source-paper-valid,generated_source_domain,1859.09924185,11554.8759335,0.702845001936,11.2090897554,-0.390772060356,-2.52599753594,0.403531456714,0.0740556336871,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_143,source-paper-valid,generated_source_domain,1454.92934619,14527.3023462,1.33518221992,13.0943789142,0.14284297577,-1.83942974406,0.535650147069,0.137118749699,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_144,source-paper-valid,generated_source_domain,1115.65342006,19095.0438502,0.814388697214,12.5042499469,-0.338385515547,-2.33022786603,0.416201707869,0.088650251917,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
