design_id,domain,row_type,li_mg_L,na_mg_L,na_li_mass_ratio,o_to_a_ratio,topo_wt_pct,k_Li,k_Na,logit_k_Li,logit_k_Na,Li_extraction_pct,Na_extraction_pct,D_Li,D_Na,Li_Na_selectivity_process,Li_Na_selectivity_source_definition,validity_flag,extrapolation_flag,synthetic_demo_data,model_basis,backend_name,direct_epcsaft_closure
src_lhs_017,source-paper-valid,generated_source_domain,1757.6255125,12081.8870739,6.87398253383,1.00861205653,6.3414991072,0.457885288595,0.0966494318147,-0.168858932545,-2.23502037735,45.7885288595,9.66494318147,0.837416169128,0.106076413589,7.89446155646,4.73758903697,source_paper_valid_domain,within_declared_domain,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_018,source-paper-valid,generated_source_domain,1879.18326513,17251.1557638,9.18013484046,1.27795329285,12.6225065308,0.535741005868,0.130849439716,0.143208272773,-1.89346902011,53.5741005868,13.0849439716,0.902983014836,0.117804497623,7.66509796363,4.09433167639,source_paper_valid_domain,within_declared_domain,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_019,source-paper-valid,generated_source_domain,1889.58849842,47144.730373,24.949733983,1.39161616091,13.785480272,0.531995361303,0.146396670743,0.128156562335,-1.76314673979,53.1995361303,14.6396670743,0.816842308926,0.123241120016,6.62800134256,3.63393073491,source_paper_valid_domain,within_declared_domain,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_020,source-paper-valid,generated_source_domain,1005.42064361,15511.7624401,15.4281320348,1.00931648132,5.40420369166,0.422595245713,0.0985318847843,-0.312128646122,-2.21364447424,42.2595245713,9.85318847843,0.72513169184,0.108292668355,6.69603679413,4.28891872553,source_paper_valid_domain,within_declared_domain,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_021,source-paper-valid,generated_source_domain,1488.222074,25127.9436741,16.8845390168,1.12553083887,6.79000893294,0.489598422968,0.108865505273,-0.0416123116901,-2.10238214038,48.9598422968,10.8865505273,0.852257052509,0.108539955371,7.85201218844,4.49727782682,source_paper_valid_domain,within_declared_domain,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_022,source-paper-valid,generated_source_domain,1451.28657846,25387.9879331,17.4934353489,1.44182267059,9.55711484513,0.578477609798,0.13542331276,0.316526945672,-1.85383448562,57.8477609798,13.542331276,0.951818312131,0.108637074676,8.76145013078,4.27162501056,source_paper_valid_domain,within_declared_domain,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_023,source-paper-valid,generated_source_domain,1685.23327269,37100.9257924,22.0153057703,0.857642349241,10.8026927647,0.449558222693,0.0909667686302,-0.202455814071,-2.30188739174,44.9558222693,9.09667686302,0.952288060599,0.116680099297,8.16152939822,4.94200497019,source_paper_valid_domain,within_declared_domain,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_024,source-paper-valid,generated_source_domain,1640.72893483,24364.7457465,14.8499518898,1.18956801165,11.4690342347,0.528014458521,0.122077457577,0.112175314236,-1.97290262783,52.8014458521,12.2077457577,0.940432962307,0.116893401985,8.04521851821,4.32524127716,source_paper_valid_domain,within_declared_domain,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_025,source-paper-valid,generated_source_domain,1534.13825319,28521.1059198,18.5909619687,1.10849858646,7.76128149455,0.501037905595,0.107628047989,0.00415162834132,-2.11520174942,50.1037905595,10.7628047989,0.905874189246,0.108803886432,8.32575213028,4.65527262602,source_paper_valid_domain,within_declared_domain,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_026,source-paper-valid,generated_source_domain,1954.98780487,35670.4749878,18.2458810735,1.30179742567,9.18278449469,0.555359415411,0.124016301791,0.222349218744,-1.95493445839,55.5359415411,12.4016301791,0.959448416402,0.10875252368,8.82230944107,4.47811624271,source_paper_valid_domain,within_declared_domain,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_027,source-paper-valid,generated_source_domain,1984.1320616,26809.0720034,13.5117377125,1.13649991869,9.07629791186,0.522160125273,0.109259463259,0.088698607983,-2.09832773006,52.2160125273,10.9259463259,0.961505797065,0.107929070437,8.90868227784,4.7790837489,source_paper_valid_domain,within_declared_domain,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_028,source-paper-valid,generated_source_domain,1221.45171208,16389.4207875,13.4179850299,1.46004029169,13.8156553863,0.539158104836,0.150552453511,0.156953834259,-1.73027464109,53.9158104836,15.0552453511,0.801307750267,0.121390983578,6.60104833693,3.5811977305,source_paper_valid_domain,within_declared_domain,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_029,source-paper-valid,generated_source_domain,1331.90920213,27631.2005286,20.7455586945,0.932291897178,11.5798061254,0.462157657274,0.0991928277281,-0.151659391575,-2.20622550892,46.2157657274,9.91928277281,0.92168655742,0.118112680581,7.80345135581,4.65918421583,source_paper_valid_domain,within_declared_domain,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_030,source-paper-valid,generated_source_domain,1680.71383592,40839.4827206,24.2988912495,1.48330484015,9.29194480815,0.585538012815,0.139768740151,0.345549841877,-1.81721205917,58.5538012815,13.9768740151,0.952445152265,0.109537901455,8.69511958525,4.18933455493,source_paper_valid_domain,within_declared_domain,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_031,source-paper-valid,generated_source_domain,1178.17361846,9048.35260593,7.67998235929,1.25335407897,9.26842645985,0.542122444248,0.117646220534,0.168890084971,-2.01491109609,54.2122444248,11.7646220534,0.94465723082,0.106380358779,8.87999666166,4.60807361078,source_paper_valid_domain,within_declared_domain,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_032,source-paper-valid,generated_source_domain,1730.29097766,9390.23051411,5.42696612035,0.658096787819,7.72317894187,0.377982094161,0.0648805752101,-0.498122055294,-2.66812597266,37.7982094161,6.48805752101,0.923375971726,0.105428454962,8.7583183502,5.82581293302,source_paper_valid_domain,within_declared_domain,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_033,source-paper-valid,generated_source_domain,1016.61498702,11409.9018374,11.2234247803,0.8657250466,8.10424517996,0.438147578111,0.08508400869,-0.248683430953,-2.37519314235,43.8147578111,8.508400869,0.900778840122,0.107420394355,8.38554769356,5.1495878586,source_paper_valid_domain,within_declared_domain,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_034,source-paper-valid,generated_source_domain,1404.41300686,7762.76786727,5.52741097482,0.926807692286,8.56422603498,0.466760897343,0.0890528273532,-0.133152792001,-2.32525514786,46.6760897343,8.90528273532,0.944458430319,0.105478729634,8.95401787254,5.24139335287,source_paper_valid_domain,within_declared_domain,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_035,source-paper-valid,generated_source_domain,1045.88256817,10894.2695719,10.4163410917,0.695182848266,7.60367383832,0.38012702025,0.0693645370825,-0.489009124997,-2.5964919024,38.012702025,6.93645370825,0.882118614897,0.107215813695,8.22750473552,5.48013489656,source_paper_valid_domain,within_declared_domain,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_036,source-paper-valid,generated_source_domain,1753.65052375,14385.9293228,8.20341859907,0.525269042386,6.19677656711,0.302206697055,0.0530063150031,-0.836811720725,-2.88288136728,30.2206697055,5.30063150031,0.824509153834,0.106561107258,7.73743042891,5.70133383235,source_paper_valid_domain,within_declared_domain,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_037,source-paper-valid,generated_source_domain,1213.20561126,12228.5247889,10.0795155211,0.539153558902,5.74109234937,0.292845975209,0.0546034609154,-0.881601710097,-2.85150719009,29.2845975209,5.46034609154,0.768091158149,0.107125703246,7.16999874796,5.36313944758,source_paper_valid_domain,within_declared_domain,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_038,source-paper-valid,generated_source_domain,1649.50695492,29418.0595377,17.8344561992,0.596530550657,8.19728037486,0.356212884493,0.0608890487481,-0.591839563197,-2.73588029614,35.6212884493,6.08890487481,0.927544283185,0.108690001249,8.53385106746,5.85019624738,source_paper_valid_domain,within_declared_domain,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_039,source-paper-valid,generated_source_domain,1305.56170496,29513.5986629,22.6060541993,1.32636939625,10.1861286334,0.55593084624,0.13282479622,0.224663607234,-1.87621009871,55.593084624,13.282479622,0.943855850626,0.11548027636,8.17330786154,4.18544475173,source_paper_valid_domain,within_declared_domain,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_040,source-paper-valid,generated_source_domain,1800.17362713,41698.2068077,23.1634361149,1.44502247045,5.2542555336,0.514573313406,0.136513096982,0.0583097692505,-1.84455817154,51.4573313406,13.6513096982,0.733582581141,0.109406711406,6.70509671401,3.76940619458,source_paper_valid_domain,within_declared_domain,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_041,source-paper-valid,generated_source_domain,1876.0432683,29233.7059049,15.5826394833,0.732259100149,7.23745833972,0.394412755463,0.0734892529515,-0.428800675737,-2.5342864681,39.4412755463,7.34892529515,0.889425251196,0.108319985639,8.21109092612,5.36694468405,source_paper_valid_domain,within_declared_domain,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_042,source-paper-valid,generated_source_domain,1770.2076426,18583.9838218,10.4981943217,0.952416889178,13.2684912292,0.450509415403,0.102201129762,-0.19861266248,-2.17300333585,45.0509415403,10.2201129762,0.860828284924,0.119522468471,7.20222980613,4.40806688197,source_paper_valid_domain,within_declared_domain,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_043,source-paper-valid,generated_source_domain,1948.57036969,41953.4397143,21.5303693245,0.906454075874,12.269092375,0.452569969698,0.0978445678667,-0.190292274634,-2.22140664726,45.2569969698,9.78445678667,0.9120345885,0.119649129952,7.62257601762,4.62539699,source_paper_valid_domain,within_declared_domain,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_044,source-paper-valid,generated_source_domain,1080.49302485,22915.641107,21.2085044326,1.22267099148,14.8398299985,0.462305381171,0.132499809722,-0.151065105084,-1.8790345218,46.2305381171,13.2499809722,0.703207752549,0.124921176983,5.62921171198,3.48910222695,source_paper_valid_domain,within_declared_domain,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_045,source-paper-valid,generated_source_domain,1354.0378559,25730.5419555,19.0028231805,0.81631721711,5.95656599332,0.390765176593,0.0816146310738,-0.444096973712,-2.42060854612,39.0765176593,8.16146310738,0.785727907138,0.108863955278,7.21752121841,4.78793044153,source_paper_valid_domain,within_declared_domain,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_046,source-paper-valid,generated_source_domain,1351.62104045,8928.64414635,6.60587833358,1.07342858938,11.2570168985,0.50354534902,0.109087199421,0.0141816337592,-2.10009899867,50.354534902,10.9087199421,0.944899996348,0.114068422474,8.28362465136,4.61598933416,source_paper_valid_domain,within_declared_domain,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_047,source-paper-valid,generated_source_domain,1450.39546477,29825.1940652,20.5634909855,0.548805183083,10.2786166495,0.342948279899,0.0595587147007,-0.65018308867,-2.75938658988,34.2948279899,5.95587147007,0.951066463897,0.115397241194,8.24167418609,5.75815448038,source_paper_valid_domain,within_declared_domain,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_048,source-paper-valid,generated_source_domain,1837.97748508,18407.2595334,10.0149537646,0.504281761051,11.9004488645,0.320344359718,0.0555348719069,-0.752189717243,-2.83360761915,32.0344359718,5.55348719069,0.934662665994,0.116602157509,8.01582651611,5.76834606291,source_paper_valid_domain,within_declared_domain,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_049,source-paper-valid,generated_source_domain,1476.5341064,22586.037773,15.2966583536,0.562890535008,6.05866148596,0.310593635084,0.0574429267754,-0.797345468404,-2.79780459558,31.0593635084,5.74429267754,0.800374635099,0.108269207188,7.39244939432,5.40699529985,source_paper_valid_domain,within_declared_domain,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_050,source-paper-valid,generated_source_domain,1218.18095883,22239.6750376,18.2564625366,0.647805502529,10.235430728,0.378871904206,0.0693118434352,-0.494339169757,-2.59730847328,37.8871904206,6.93118434352,0.941600312029,0.114963143283,8.1904537849,5.46619286731,source_paper_valid_domain,within_declared_domain,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_051,source-paper-valid,generated_source_domain,1691.84428846,23461.4367615,13.8673735648,0.788101333222,5.26960995089,0.367684485967,0.0784388382817,-0.542163305315,-2.46374995588,36.7684485967,7.84388382817,0.737835260627,0.108000291375,6.8317895372,4.68753099895,source_paper_valid_domain,within_declared_domain,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_052,source-paper-valid,generated_source_domain,1425.52846873,19759.9504504,13.8614912882,0.61115056272,10.1639698717,0.368592155407,0.0651433090525,-0.538261237292,-2.66380364818,36.8592155407,6.51433090525,0.955185890898,0.114018824369,8.37744027083,5.65817366002,source_paper_valid_domain,within_declared_domain,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_053,source-paper-valid,generated_source_domain,1254.86046542,22570.4860073,17.9864507881,0.708149806562,8.53118678558,0.395238720987,0.0714822009065,-0.425343860742,-2.56414107,39.5238720987,7.14822009065,0.92289090805,0.108713265616,8.48922072962,5.52919070726,source_paper_valid_domain,within_declared_domain,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_054,source-paper-valid,generated_source_domain,1786.32101305,34452.2747552,19.2867208656,0.830871180788,9.14124762754,0.442486676402,0.0829774292427,-0.231076047712,-2.40256345167,44.2486676402,8.29774292427,0.95523725532,0.108904607724,8.77132084015,5.33261491034,source_paper_valid_domain,within_declared_domain,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_055,source-paper-valid,generated_source_domain,1373.35363779,21847.7173807,15.9082968724,0.896998198435,11.2287813032,0.45652200947,0.0946896245481,-0.174352297548,-2.25767340828,45.652200947,9.46896245481,0.936457750671,0.11660396705,8.03109683458,4.82124637888,source_paper_valid_domain,within_declared_domain,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_056,source-paper-valid,generated_source_domain,1065.67336922,23111.7520822,21.6874632976,1.23040741613,11.4357528286,0.528579914286,0.126730629421,0.114444405265,-1.9301802599,52.8579914286,12.6730629421,0.911283765864,0.11794632781,7.7262580598,4.17089315109,source_paper_valid_domain,within_declared_domain,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_057,source-paper-valid,generated_source_domain,1526.74122598,29589.3642831,19.3807331456,1.01524501395,13.5995824739,0.455941827436,0.110272825577,-0.176690946037,-2.08795734253,45.5941827436,11.0272825577,0.825454675653,0.122078949201,6.76164630392,4.13467075908,source_paper_valid_domain,within_declared_domain,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_058,source-paper-valid,generated_source_domain,1338.71054267,17464.2167636,13.0455510784,0.945426409182,7.68782742558,0.459385138072,0.0925161562339,-0.162818186011,-2.28329247171,45.9385138072,9.25161562339,0.898796206418,0.107832816663,8.33508976426,4.96545854014,source_paper_valid_domain,within_declared_domain,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_059,source-paper-valid,generated_source_domain,1031.31809862,8875.08509421,8.60557485232,0.901842706304,8.29906161466,0.451157530725,0.0877740846683,-0.195994888536,-2.34112137974,45.1157530725,8.77740846683,0.911485373922,0.106692307028,8.54312179869,5.13998559404,source_paper_valid_domain,within_declared_domain,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_060,source-paper-valid,generated_source_domain,1639.55400145,18041.9640005,11.0041901545,1.45611176301,11.6009068558,0.577775397365,0.144793194289,0.313647801097,-1.77603683963,57.7775397365,14.4793194289,0.939768316371,0.116273913659,8.08236591335,3.99034913348,source_paper_valid_domain,within_declared_domain,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_061,source-paper-valid,generated_source_domain,1925.4660965,41905.8495386,21.764002812,0.528022038675,9.64639850935,0.336951826391,0.054533514066,-0.676907675852,-2.85286299194,33.6951826391,5.4533514066,0.96243339076,0.109235875904,8.8105980091,6.17880274473,source_paper_valid_domain,within_declared_domain,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_062,source-paper-valid,generated_source_domain,1812.92624815,30429.4139251,16.7846948855,0.795142633025,6.98395724069,0.409659353367,0.0794370503795,-0.365373768553,-2.45002049579,40.9659353367,7.94370503795,0.872720442425,0.108523696603,8.04175004856,5.15703127709,source_paper_valid_domain,within_declared_domain,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_063,source-paper-valid,generated_source_domain,1856.36661887,44369.2023622,23.9010990131,0.57863139857,10.7296390935,0.356178971608,0.0632900140666,-0.591987447494,-2.69464615987,35.6178971608,6.32900140666,0.956095164876,0.116769130356,8.18791029752,5.62772779973,source_paper_valid_domain,within_declared_domain,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_064,source-paper-valid,generated_source_domain,1091.1331169,22692.7501505,20.7974167395,0.506226745566,13.3434057885,0.294315720361,0.058062231273,-0.874514871571,-2.78642382114,29.4315720361,5.8062231273,0.823868560896,0.121766107638,6.76599241677,5.06897020503,source_paper_valid_domain,within_declared_domain,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_065,source-paper-valid,generated_source_domain,1572.22008781,16066.691186,10.2191107406,0.855033956761,12.0664306103,0.440639409064,0.0909408767103,-0.238567455025,-2.3022005453,44.0639409064,9.09408767103,0.921314928099,0.116999402624,7.87452677053,4.84533935677,source_paper_valid_domain,within_declared_domain,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_066,source-paper-valid,generated_source_domain,1816.2918797,36553.7340274,20.1254734638,0.964063242224,5.22450699809,0.413807546834,0.0951073273963,-0.348247151008,-2.25281032689,41.3807546834,9.51073273963,0.73223866839,0.109021306396,6.71647306934,4.35095337197,source_paper_valid_domain,within_declared_domain,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_067,source-paper-valid,generated_source_domain,1316.02390935,17365.8222442,13.1956738178,1.07586369608,7.66679488344,0.491010599117,0.103980515276,-0.0359614785633,-2.1537586306,49.1010599117,10.3980515276,0.89665396931,0.107864183027,8.31280545723,4.72214046845,source_paper_valid_domain,within_declared_domain,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_068,source-paper-valid,generated_source_domain,1164.0364516,27848.9048344,23.9244267617,0.997761045404,8.58076202498,0.477577481395,0.0984901096202,-0.0897502716327,-2.21411488042,47.7577481395,9.84901096202,0.916210802702,0.109495325995,8.36757911244,4.84898923594,source_paper_valid_domain,within_declared_domain,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_069,source-paper-valid,generated_source_domain,1135.03009471,8276.91604128,7.29224368577,1.33678718883,6.86351526153,0.531947537873,0.124357098557,0.12796448326,-1.95180110715,53.1947537873,12.4357098557,0.850182172788,0.106238339621,8.00259280993,4.27758080596,source_paper_valid_domain,within_declared_domain,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_070,source-paper-valid,generated_source_domain,1763.39533227,39067.6004573,22.1547600486,1.29503819242,12.4937247891,0.537621749691,0.134696410218,0.150771965684,-1.86005698334,53.7621749691,13.4696410218,0.897835671547,0.120200130611,7.46950662187,3.99135915218,source_paper_valid_domain,within_declared_domain,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_071,source-paper-valid,generated_source_domain,1363.47794439,28528.3105354,20.9231917925,1.28755350374,12.1115701924,0.537744047372,0.133091793335,0.151263950886,-1.8738940309,53.7744047372,13.3091793335,0.903499286997,0.119237504366,7.5773079267,4.04039974139,source_paper_valid_domain,within_declared_domain,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
src_lhs_072,source-paper-valid,generated_source_domain,1193.71265955,6131.75678987,5.13671086658,1.4208854531,11.1084832844,0.57268692527,0.138378521431,0.292822248497,-1.82882321506,57.268692527,13.8378521431,0.943217866689,0.113029837001,8.34485735551,4.13855358004,source_paper_valid_domain,within_declared_domain,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false
