design_id,domain,row_type,li_mg_L,na_mg_L,na_li_mass_ratio,o_to_a_ratio,topo_wt_pct,temperature_C,aqueous_pH,solvent_base,TBAC_to_DA_molar_ratio,source_anchor_flag,synthetic_demo_data,model_basis,backend_name,direct_epcsaft_closure,validity_flag,extrapolation_flag
src_lhs_014,source-paper-valid,generated_source_domain,1241.45595902,26019.3783948,20.9587607242,0.705607817199,7.47438334175,23,10.4,TBAC(1):DA(2) hydrophobic DES,1:2,false,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false,source_paper_valid_domain,within_declared_domain
src_lhs_015,source-paper-valid,generated_source_domain,1343.53201974,12164.3184215,9.05398475274,1.46169886093,13.4420765149,23,10.4,TBAC(1):DA(2) hydrophobic DES,1:2,false,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false,source_paper_valid_domain,within_declared_domain
src_lhs_016,source-paper-valid,generated_source_domain,1382.4796968,21441.3460804,15.5093388569,1.0546854739,7.43037160035,23,10.4,TBAC(1):DA(2) hydrophobic DES,1:2,false,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false,source_paper_valid_domain,within_declared_domain
src_lhs_017,source-paper-valid,generated_source_domain,1757.6255125,12081.8870739,6.87398253383,1.00861205653,6.3414991072,23,10.4,TBAC(1):DA(2) hydrophobic DES,1:2,false,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false,source_paper_valid_domain,within_declared_domain
src_lhs_018,source-paper-valid,generated_source_domain,1879.18326513,17251.1557638,9.18013484046,1.27795329285,12.6225065308,23,10.4,TBAC(1):DA(2) hydrophobic DES,1:2,false,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false,source_paper_valid_domain,within_declared_domain
src_lhs_019,source-paper-valid,generated_source_domain,1889.58849842,47144.730373,24.949733983,1.39161616091,13.785480272,23,10.4,TBAC(1):DA(2) hydrophobic DES,1:2,false,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false,source_paper_valid_domain,within_declared_domain
src_lhs_020,source-paper-valid,generated_source_domain,1005.42064361,15511.7624401,15.4281320348,1.00931648132,5.40420369166,23,10.4,TBAC(1):DA(2) hydrophobic DES,1:2,false,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false,source_paper_valid_domain,within_declared_domain
src_lhs_021,source-paper-valid,generated_source_domain,1488.222074,25127.9436741,16.8845390168,1.12553083887,6.79000893294,23,10.4,TBAC(1):DA(2) hydrophobic DES,1:2,false,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false,source_paper_valid_domain,within_declared_domain
src_lhs_022,source-paper-valid,generated_source_domain,1451.28657846,25387.9879331,17.4934353489,1.44182267059,9.55711484513,23,10.4,TBAC(1):DA(2) hydrophobic DES,1:2,false,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false,source_paper_valid_domain,within_declared_domain
src_lhs_023,source-paper-valid,generated_source_domain,1685.23327269,37100.9257924,22.0153057703,0.857642349241,10.8026927647,23,10.4,TBAC(1):DA(2) hydrophobic DES,1:2,false,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false,source_paper_valid_domain,within_declared_domain
src_lhs_024,source-paper-valid,generated_source_domain,1640.72893483,24364.7457465,14.8499518898,1.18956801165,11.4690342347,23,10.4,TBAC(1):DA(2) hydrophobic DES,1:2,false,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false,source_paper_valid_domain,within_declared_domain
src_lhs_025,source-paper-valid,generated_source_domain,1534.13825319,28521.1059198,18.5909619687,1.10849858646,7.76128149455,23,10.4,TBAC(1):DA(2) hydrophobic DES,1:2,false,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false,source_paper_valid_domain,within_declared_domain
src_lhs_026,source-paper-valid,generated_source_domain,1954.98780487,35670.4749878,18.2458810735,1.30179742567,9.18278449469,23,10.4,TBAC(1):DA(2) hydrophobic DES,1:2,false,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false,source_paper_valid_domain,within_declared_domain
src_lhs_027,source-paper-valid,generated_source_domain,1984.1320616,26809.0720034,13.5117377125,1.13649991869,9.07629791186,23,10.4,TBAC(1):DA(2) hydrophobic DES,1:2,false,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false,source_paper_valid_domain,within_declared_domain
src_lhs_028,source-paper-valid,generated_source_domain,1221.45171208,16389.4207875,13.4179850299,1.46004029169,13.8156553863,23,10.4,TBAC(1):DA(2) hydrophobic DES,1:2,false,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false,source_paper_valid_domain,within_declared_domain
src_lhs_029,source-paper-valid,generated_source_domain,1331.90920213,27631.2005286,20.7455586945,0.932291897178,11.5798061254,23,10.4,TBAC(1):DA(2) hydrophobic DES,1:2,false,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false,source_paper_valid_domain,within_declared_domain
src_lhs_030,source-paper-valid,generated_source_domain,1680.71383592,40839.4827206,24.2988912495,1.48330484015,9.29194480815,23,10.4,TBAC(1):DA(2) hydrophobic DES,1:2,false,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false,source_paper_valid_domain,within_declared_domain
src_lhs_031,source-paper-valid,generated_source_domain,1178.17361846,9048.35260593,7.67998235929,1.25335407897,9.26842645985,23,10.4,TBAC(1):DA(2) hydrophobic DES,1:2,false,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false,source_paper_valid_domain,within_declared_domain
src_lhs_032,source-paper-valid,generated_source_domain,1730.29097766,9390.23051411,5.42696612035,0.658096787819,7.72317894187,23,10.4,TBAC(1):DA(2) hydrophobic DES,1:2,false,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false,source_paper_valid_domain,within_declared_domain
src_lhs_033,source-paper-valid,generated_source_domain,1016.61498702,11409.9018374,11.2234247803,0.8657250466,8.10424517996,23,10.4,TBAC(1):DA(2) hydrophobic DES,1:2,false,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false,source_paper_valid_domain,within_declared_domain
src_lhs_034,source-paper-valid,generated_source_domain,1404.41300686,7762.76786727,5.52741097482,0.926807692286,8.56422603498,23,10.4,TBAC(1):DA(2) hydrophobic DES,1:2,false,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false,source_paper_valid_domain,within_declared_domain
src_lhs_035,source-paper-valid,generated_source_domain,1045.88256817,10894.2695719,10.4163410917,0.695182848266,7.60367383832,23,10.4,TBAC(1):DA(2) hydrophobic DES,1:2,false,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false,source_paper_valid_domain,within_declared_domain
src_lhs_036,source-paper-valid,generated_source_domain,1753.65052375,14385.9293228,8.20341859907,0.525269042386,6.19677656711,23,10.4,TBAC(1):DA(2) hydrophobic DES,1:2,false,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false,source_paper_valid_domain,within_declared_domain
src_lhs_037,source-paper-valid,generated_source_domain,1213.20561126,12228.5247889,10.0795155211,0.539153558902,5.74109234937,23,10.4,TBAC(1):DA(2) hydrophobic DES,1:2,false,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false,source_paper_valid_domain,within_declared_domain
src_lhs_038,source-paper-valid,generated_source_domain,1649.50695492,29418.0595377,17.8344561992,0.596530550657,8.19728037486,23,10.4,TBAC(1):DA(2) hydrophobic DES,1:2,false,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false,source_paper_valid_domain,within_declared_domain
src_lhs_039,source-paper-valid,generated_source_domain,1305.56170496,29513.5986629,22.6060541993,1.32636939625,10.1861286334,23,10.4,TBAC(1):DA(2) hydrophobic DES,1:2,false,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false,source_paper_valid_domain,within_declared_domain
src_lhs_040,source-paper-valid,generated_source_domain,1800.17362713,41698.2068077,23.1634361149,1.44502247045,5.2542555336,23,10.4,TBAC(1):DA(2) hydrophobic DES,1:2,false,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false,source_paper_valid_domain,within_declared_domain
src_lhs_041,source-paper-valid,generated_source_domain,1876.0432683,29233.7059049,15.5826394833,0.732259100149,7.23745833972,23,10.4,TBAC(1):DA(2) hydrophobic DES,1:2,false,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false,source_paper_valid_domain,within_declared_domain
src_lhs_042,source-paper-valid,generated_source_domain,1770.2076426,18583.9838218,10.4981943217,0.952416889178,13.2684912292,23,10.4,TBAC(1):DA(2) hydrophobic DES,1:2,false,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false,source_paper_valid_domain,within_declared_domain
src_lhs_043,source-paper-valid,generated_source_domain,1948.57036969,41953.4397143,21.5303693245,0.906454075874,12.269092375,23,10.4,TBAC(1):DA(2) hydrophobic DES,1:2,false,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false,source_paper_valid_domain,within_declared_domain
src_lhs_044,source-paper-valid,generated_source_domain,1080.49302485,22915.641107,21.2085044326,1.22267099148,14.8398299985,23,10.4,TBAC(1):DA(2) hydrophobic DES,1:2,false,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false,source_paper_valid_domain,within_declared_domain
src_lhs_045,source-paper-valid,generated_source_domain,1354.0378559,25730.5419555,19.0028231805,0.81631721711,5.95656599332,23,10.4,TBAC(1):DA(2) hydrophobic DES,1:2,false,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false,source_paper_valid_domain,within_declared_domain
src_lhs_046,source-paper-valid,generated_source_domain,1351.62104045,8928.64414635,6.60587833358,1.07342858938,11.2570168985,23,10.4,TBAC(1):DA(2) hydrophobic DES,1:2,false,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false,source_paper_valid_domain,within_declared_domain
src_lhs_047,source-paper-valid,generated_source_domain,1450.39546477,29825.1940652,20.5634909855,0.548805183083,10.2786166495,23,10.4,TBAC(1):DA(2) hydrophobic DES,1:2,false,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false,source_paper_valid_domain,within_declared_domain
src_lhs_048,source-paper-valid,generated_source_domain,1837.97748508,18407.2595334,10.0149537646,0.504281761051,11.9004488645,23,10.4,TBAC(1):DA(2) hydrophobic DES,1:2,false,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false,source_paper_valid_domain,within_declared_domain
src_lhs_049,source-paper-valid,generated_source_domain,1476.5341064,22586.037773,15.2966583536,0.562890535008,6.05866148596,23,10.4,TBAC(1):DA(2) hydrophobic DES,1:2,false,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false,source_paper_valid_domain,within_declared_domain
src_lhs_050,source-paper-valid,generated_source_domain,1218.18095883,22239.6750376,18.2564625366,0.647805502529,10.235430728,23,10.4,TBAC(1):DA(2) hydrophobic DES,1:2,false,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false,source_paper_valid_domain,within_declared_domain
src_lhs_051,source-paper-valid,generated_source_domain,1691.84428846,23461.4367615,13.8673735648,0.788101333222,5.26960995089,23,10.4,TBAC(1):DA(2) hydrophobic DES,1:2,false,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false,source_paper_valid_domain,within_declared_domain
src_lhs_052,source-paper-valid,generated_source_domain,1425.52846873,19759.9504504,13.8614912882,0.61115056272,10.1639698717,23,10.4,TBAC(1):DA(2) hydrophobic DES,1:2,false,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false,source_paper_valid_domain,within_declared_domain
src_lhs_053,source-paper-valid,generated_source_domain,1254.86046542,22570.4860073,17.9864507881,0.708149806562,8.53118678558,23,10.4,TBAC(1):DA(2) hydrophobic DES,1:2,false,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false,source_paper_valid_domain,within_declared_domain
src_lhs_054,source-paper-valid,generated_source_domain,1786.32101305,34452.2747552,19.2867208656,0.830871180788,9.14124762754,23,10.4,TBAC(1):DA(2) hydrophobic DES,1:2,false,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false,source_paper_valid_domain,within_declared_domain
src_lhs_055,source-paper-valid,generated_source_domain,1373.35363779,21847.7173807,15.9082968724,0.896998198435,11.2287813032,23,10.4,TBAC(1):DA(2) hydrophobic DES,1:2,false,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false,source_paper_valid_domain,within_declared_domain
src_lhs_056,source-paper-valid,generated_source_domain,1065.67336922,23111.7520822,21.6874632976,1.23040741613,11.4357528286,23,10.4,TBAC(1):DA(2) hydrophobic DES,1:2,false,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false,source_paper_valid_domain,within_declared_domain
src_lhs_057,source-paper-valid,generated_source_domain,1526.74122598,29589.3642831,19.3807331456,1.01524501395,13.5995824739,23,10.4,TBAC(1):DA(2) hydrophobic DES,1:2,false,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false,source_paper_valid_domain,within_declared_domain
src_lhs_058,source-paper-valid,generated_source_domain,1338.71054267,17464.2167636,13.0455510784,0.945426409182,7.68782742558,23,10.4,TBAC(1):DA(2) hydrophobic DES,1:2,false,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false,source_paper_valid_domain,within_declared_domain
src_lhs_059,source-paper-valid,generated_source_domain,1031.31809862,8875.08509421,8.60557485232,0.901842706304,8.29906161466,23,10.4,TBAC(1):DA(2) hydrophobic DES,1:2,false,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false,source_paper_valid_domain,within_declared_domain
src_lhs_060,source-paper-valid,generated_source_domain,1639.55400145,18041.9640005,11.0041901545,1.45611176301,11.6009068558,23,10.4,TBAC(1):DA(2) hydrophobic DES,1:2,false,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false,source_paper_valid_domain,within_declared_domain
src_lhs_061,source-paper-valid,generated_source_domain,1925.4660965,41905.8495386,21.764002812,0.528022038675,9.64639850935,23,10.4,TBAC(1):DA(2) hydrophobic DES,1:2,false,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false,source_paper_valid_domain,within_declared_domain
src_lhs_062,source-paper-valid,generated_source_domain,1812.92624815,30429.4139251,16.7846948855,0.795142633025,6.98395724069,23,10.4,TBAC(1):DA(2) hydrophobic DES,1:2,false,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false,source_paper_valid_domain,within_declared_domain
src_lhs_063,source-paper-valid,generated_source_domain,1856.36661887,44369.2023622,23.9010990131,0.57863139857,10.7296390935,23,10.4,TBAC(1):DA(2) hydrophobic DES,1:2,false,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false,source_paper_valid_domain,within_declared_domain
src_lhs_064,source-paper-valid,generated_source_domain,1091.1331169,22692.7501505,20.7974167395,0.506226745566,13.3434057885,23,10.4,TBAC(1):DA(2) hydrophobic DES,1:2,false,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false,source_paper_valid_domain,within_declared_domain
src_lhs_065,source-paper-valid,generated_source_domain,1572.22008781,16066.691186,10.2191107406,0.855033956761,12.0664306103,23,10.4,TBAC(1):DA(2) hydrophobic DES,1:2,false,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false,source_paper_valid_domain,within_declared_domain
src_lhs_066,source-paper-valid,generated_source_domain,1816.2918797,36553.7340274,20.1254734638,0.964063242224,5.22450699809,23,10.4,TBAC(1):DA(2) hydrophobic DES,1:2,false,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false,source_paper_valid_domain,within_declared_domain
src_lhs_067,source-paper-valid,generated_source_domain,1316.02390935,17365.8222442,13.1956738178,1.07586369608,7.66679488344,23,10.4,TBAC(1):DA(2) hydrophobic DES,1:2,false,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false,source_paper_valid_domain,within_declared_domain
src_lhs_068,source-paper-valid,generated_source_domain,1164.0364516,27848.9048344,23.9244267617,0.997761045404,8.58076202498,23,10.4,TBAC(1):DA(2) hydrophobic DES,1:2,false,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false,source_paper_valid_domain,within_declared_domain
src_lhs_069,source-paper-valid,generated_source_domain,1135.03009471,8276.91604128,7.29224368577,1.33678718883,6.86351526153,23,10.4,TBAC(1):DA(2) hydrophobic DES,1:2,false,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false,source_paper_valid_domain,within_declared_domain
src_lhs_070,source-paper-valid,generated_source_domain,1763.39533227,39067.6004573,22.1547600486,1.29503819242,12.4937247891,23,10.4,TBAC(1):DA(2) hydrophobic DES,1:2,false,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false,source_paper_valid_domain,within_declared_domain
src_lhs_071,source-paper-valid,generated_source_domain,1363.47794439,28528.3105354,20.9231917925,1.28755350374,12.1115701924,23,10.4,TBAC(1):DA(2) hydrophobic DES,1:2,false,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false,source_paper_valid_domain,within_declared_domain
src_lhs_072,source-paper-valid,generated_source_domain,1193.71265955,6131.75678987,5.13671086658,1.4208854531,11.1084832844,23,10.4,TBAC(1):DA(2) hydrophobic DES,1:2,false,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false,source_paper_valid_domain,within_declared_domain
src_lhs_073,source-paper-valid,generated_source_domain,1181.2093391,28646.1498928,24.2515436888,0.967203132897,13.8629070743,23,10.4,TBAC(1):DA(2) hydrophobic DES,1:2,false,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false,source_paper_valid_domain,within_declared_domain
src_lhs_074,source-paper-valid,generated_source_domain,1322.33006369,29032.7251681,21.9557325098,1.17212991636,8.95062150258,23,10.4,TBAC(1):DA(2) hydrophobic DES,1:2,false,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false,source_paper_valid_domain,within_declared_domain
src_lhs_075,source-paper-valid,generated_source_domain,1300.5327636,11477.0241323,8.82486351248,0.852168372373,14.3703535983,23,10.4,TBAC(1):DA(2) hydrophobic DES,1:2,false,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false,source_paper_valid_domain,within_declared_domain
src_lhs_076,source-paper-valid,generated_source_domain,1949.1777806,18777.3363386,9.63346521056,0.78092735295,11.4495812152,23,10.4,TBAC(1):DA(2) hydrophobic DES,1:2,false,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false,source_paper_valid_domain,within_declared_domain
src_lhs_077,source-paper-valid,generated_source_domain,1801.6790934,34551.6919633,19.1774950877,1.22931805577,5.37609476655,23,10.4,TBAC(1):DA(2) hydrophobic DES,1:2,false,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false,source_paper_valid_domain,within_declared_domain
src_lhs_078,source-paper-valid,generated_source_domain,1209.3438537,12311.6309037,10.1804221074,1.16614976388,10.2545230094,23,10.4,TBAC(1):DA(2) hydrophobic DES,1:2,false,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false,source_paper_valid_domain,within_declared_domain
src_lhs_079,source-paper-valid,generated_source_domain,1782.39728839,38815.777519,21.7772871245,1.43291610241,10.7509943011,23,10.4,TBAC(1):DA(2) hydrophobic DES,1:2,false,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false,source_paper_valid_domain,within_declared_domain
src_lhs_080,source-paper-valid,generated_source_domain,1952.61571117,31645.6091253,16.2067778848,0.516776314258,11.5481271941,23,10.4,TBAC(1):DA(2) hydrophobic DES,1:2,false,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false,source_paper_valid_domain,within_declared_domain
src_lhs_081,source-paper-valid,generated_source_domain,1498.96521478,32535.5091419,21.705312986,0.643284817197,14.9546786968,23,10.4,TBAC(1):DA(2) hydrophobic DES,1:2,false,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false,source_paper_valid_domain,within_declared_domain
src_lhs_082,source-paper-valid,generated_source_domain,1438.61812678,34042.5429491,23.6633629978,1.37531316465,11.5270079431,23,10.4,TBAC(1):DA(2) hydrophobic DES,1:2,false,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false,source_paper_valid_domain,within_declared_domain
src_lhs_083,source-paper-valid,generated_source_domain,1619.84990382,14497.9249805,8.95016565814,1.31417497421,5.4730283702,23,10.4,TBAC(1):DA(2) hydrophobic DES,1:2,false,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false,source_paper_valid_domain,within_declared_domain
src_lhs_084,source-paper-valid,generated_source_domain,1765.39920405,40154.6659731,22.7453744633,1.40882972629,10.6311283896,23,10.4,TBAC(1):DA(2) hydrophobic DES,1:2,false,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false,source_paper_valid_domain,within_declared_domain
src_lhs_085,source-paper-valid,generated_source_domain,1942.89584262,34385.9428485,17.6982945221,0.685950065507,10.7646917227,23,10.4,TBAC(1):DA(2) hydrophobic DES,1:2,false,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false,source_paper_valid_domain,within_declared_domain
src_lhs_086,source-paper-valid,generated_source_domain,1048.33482718,11917.2014816,11.3677435611,0.776269804498,10.0322741693,23,10.4,TBAC(1):DA(2) hydrophobic DES,1:2,false,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false,source_paper_valid_domain,within_declared_domain
src_lhs_087,source-paper-valid,generated_source_domain,1624.70735279,29114.0475952,17.9195641265,0.900819737978,14.8400703155,23,10.4,TBAC(1):DA(2) hydrophobic DES,1:2,false,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false,source_paper_valid_domain,within_declared_domain
src_lhs_088,source-paper-valid,generated_source_domain,1190.55046977,27349.5973421,22.9722284242,1.22336987524,7.95209293011,23,10.4,TBAC(1):DA(2) hydrophobic DES,1:2,false,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false,source_paper_valid_domain,within_declared_domain
src_lhs_089,source-paper-valid,generated_source_domain,1257.18642035,27452.3167357,21.8363134468,0.59141048658,8.31989831392,23,10.4,TBAC(1):DA(2) hydrophobic DES,1:2,false,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false,source_paper_valid_domain,within_declared_domain
src_lhs_090,source-paper-valid,generated_source_domain,1413.5651629,16318.8175357,11.5444395235,0.531365268199,6.45089887999,23,10.4,TBAC(1):DA(2) hydrophobic DES,1:2,false,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false,source_paper_valid_domain,within_declared_domain
src_lhs_091,source-paper-valid,generated_source_domain,1260.65833161,8912.61116294,7.06980705199,1.15515232741,11.1368499798,23,10.4,TBAC(1):DA(2) hydrophobic DES,1:2,false,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false,source_paper_valid_domain,within_declared_domain
src_lhs_092,source-paper-valid,generated_source_domain,1831.03933812,42783.2083288,23.365532044,0.996694730534,6.88121244188,23,10.4,TBAC(1):DA(2) hydrophobic DES,1:2,false,true,source_paper_anchored_synthetic_stage_response,synthetic_source_anchored_demo,false,source_paper_valid_domain,within_declared_domain
