section,oa_ratio,e_li_exp_pct,e_mg_exp_pct,e_li_calc_pct,e_mg_calc_pct,xi_li_mol_per_l_aq,xi_mg_mol_per_l_aq,free_il_mol_per_l_org,free_top_mol_per_l_org,hoemim_aq_mol_per_l
dense_curve,1.18,,,56.71042073175766,0.25015748037335467,0.06259392259441839,0.010185762253095903,0.028322300976682795,1.8383223009766827,0.0783906848475143
dense_curve,1.2,,,57.2176872953105,0.2553743755235072,0.06315381623661072,0.010398180660970317,0.028706669252015808,1.8387066692520158,0.07916299689758104
dense_curve,1.22,,,57.714660517697645,0.26060624510177155,0.06370234864057117,0.010611208788627624,0.029087248008853442,1.8390872480088534,0.0799245574291988
dense_curve,1.24,,,58.201575126354356,0.2658523315439014,0.06423977888586085,0.010824815790021201,0.02946403655170801,1.8394640365517079,0.08067559467588206
dense_curve,1.26,,,58.67866187912279,0.2711118949249439,0.06476636167061679,0.011038971537330584,0.029837037136549702,1.8398370371365496,0.08141633320794739
dense_curve,1.28,,,59.1461474779979,0.2763842130566257,0.06528234721634926,0.011253646624926793,0.030206254811503075,1.8402062548115028,0.08214699384127606
dense_curve,1.3,,,59.60425449819978,0.28166858153646784,0.06578798118965566,0.011468812371372166,0.03057169726074782,1.8405716972607475,0.08286779356102783
dense_curve,1.32,,,60.05320133158951,0.2869643137522697,0.06628350463976594,0.011684440819602905,0.0309333746519933,1.8409333746519934,0.08357894545936885
dense_curve,1.34,,,60.49320214346151,0.2922707408455179,0.06676915395085233,0.011900504735439221,0.03129129948784212,1.841291299487842,0.08428065868629155
dense_curve,1.3599999999999999,,,60.924466841768734,0.2975872116371327,0.06724516080806174,0.012116977604561884,0.031645486461306147,1.8416454864613059,0.08497313841262363
dense_curve,1.38,,,61.3472010578649,0.3029130925188486,0.0677117521762601,0.012333833628089557,0.03199595231568865,1.8419959523156888,0.08565658580434966
dense_curve,1.4,,,61.76160613787585,0.30824776731337916,0.0681691502905085,0.012551047716885035,0.03234271570900462,1.8423427157090047,0.08633119800739354
dense_curve,1.42,,,62.16787914384823,0.31359063710638063,0.06861757265733104,0.012768595484713279,0.03268579708306738,1.8426857970830672,0.08699716814204432
dense_curve,1.44,,,62.56621286385618,0.31894112005306974,0.06905723206587007,0.012986453240367362,0.033025218537335116,1.8430252185373353,0.08765468530623743
dense_curve,1.46,,,62.95679583028434,0.32429865116219336,0.069488336608066,0.013204597978872294,0.033361003707576505,1.8433610037075765,0.0883039345869383
dense_curve,1.48,,,63.33981234554393,0.329662682059922,0.06991108970704128,0.013423007371871378,0.03369317764938332,1.8436931776493832,0.08894509707891267
dense_curve,1.5,,,63.71544251451481,0.3350326807360461,0.07032569015290828,0.013641659757291973,0.03402176672653317,1.8440217667265328,0.08957834991020025
dense_curve,1.52,,,64.08386228304671,0.34040813127474556,0.07073233214526481,0.013860534128383142,0.03434679850417898,1.844346798504179,0.09020386627364796
dense_curve,1.54,,,64.44524348189037,0.3457885335720161,0.07113120534168303,0.014079610122209972,0.034668301646822726,1.8446683016468226,0.09082181546389301
dense_curve,1.56,,,64.79975387546615,0.35117340304173156,0.07152249491153756,0.014298868007685215,0.03498630582101104,1.844986305821011,0.09143236291922278
dense_curve,1.58,,,65.14755721491669,0.35656227031213944,0.07190638159456222,0.014518288673211357,0.035300841602674944,1.8453008416026746,0.09203567026777358
dense_curve,1.6,,,65.48881329492403,0.36195468091448585,0.07228304176356168,0.01473785361400225,0.03561194038902254,1.8456119403890225,0.09263189537756393
dense_curve,1.62,,,65.82367801380907,0.3673501949653201,0.07265264749074603,0.014957544919147366,0.03591963431488063,1.8459196343148803,0.0932211924098934
dense_curve,1.6400000000000001,,,66.15230343646283,0.37274838684390954,0.07301536661719095,0.015177345258476981,0.03622395617337321,1.846223956173373,0.09380371187566794
dense_curve,1.6600000000000001,,,66.47483785969428,0.37814884486606887,0.07337136282496515,0.015397237869281351,0.03652493934081536,1.8465249393408152,0.0943796006942465
dense_curve,1.6800000000000002,,,66.79142587960759,0.3835511709556094,0.0737207957114977,0.015617206542932967,0.036822617705696024,1.8468226177056961,0.09494900225443068
dense_curve,1.7000000000000002,,,67.10220846065471,0.38895498031449344,0.07406382086579467,0.015837235611456116,0.03711702560161718,1.847117025601617,0.09551205647725079
dense_curve,1.72,,,67.40732300603592,0.39435990109269575,0.07440058994614339,0.016057309934084493,0.03740819774405355,1.8474081977440535,0.09606889988022789
dense_curve,1.74,,,67.7069034291463,0.39976557405865093,0.07473125075897126,0.01627741488384266,0.037696169170796594,1.8476961691707967,0.09661966564281392
dense_curve,1.76,,,68.00108022579707,0.40517165227111135,0.07505594733855987,0.01649753633418498,0.037980975185940416,1.8479809751859404,0.09716448367274486
dense_curve,1.78,,,68.28998054695721,0.4105778007531293,0.07537482002733317,0.016717660645721,0.038262651307272945,1.8482626513072726,0.09770348067305418
dense_curve,1.8,,,68.57372827179039,0.4159836961688153,0.0756880055564718,0.016937774653053895,0.03854123321693017,1.8485412332169302,0.0982367802095257
dense_curve,1.82,,,68.85244408077831,0.4213890265034419,0.07599563712662274,0.01715786565175512,0.038816756715177,1.8488167567151768,0.09876450277837787
dense_curve,1.8399999999999999,,,69.12624552874499,0.4267934907474169,0.07629784448849951,0.017377921385496632,0.03908925767717599,1.849089257677176,0.09928676587399615
dense_curve,1.8599999999999999,,,69.39524711761294,0.4321967985845445,0.0765947540231866,0.017597930033357693,0.03935877201261059,1.8493587720126106,0.0998036840565443
dense_curve,1.88,,,69.65956036873936,0.4375986700849839,0.07688648882198033,0.01781788019732293,0.039625335628030174,1.84962533562803,0.10031536901930327
dense_curve,1.9,,,69.91929389469969,0.4429988354032462,0.07717316876561954,0.01803776088998557,0.03988898439178678,1.8498889843917867,0.10082192965560512
dense_curve,1.92,,,70.17455347039544,0.4483970344814802,0.07745491060277075,0.018257561522465996,0.040149754101439186,1.8501497541014391,0.10132347212523675
dense_curve,1.94,,,70.42544210338222,0.4537930167583475,0.07773182802765242,0.018477271892557906,0.04040768045349982,1.8504076804535,0.10182009992021034
dense_curve,1.96,,,70.6720601033239,0.4591865408836195,0.07800403175669468,0.018696882173107443,0.04066279901540708,1.8506627990154072,0.10231191392980213
dense_curve,1.98,,,70.91450515049026,0.4645773744387284,0.07827162960414343,0.018916382900634757,0.04091514519960698,1.850915145199607,0.10279901250477819
dense_curve,2.0,,,71.15287236322831,0.46996529366335443,0.07853472655653153,0.019135764964201347,0.04116475423963356,1.8511647542396334,0.10328149152073288
dense_curve,2.02,,,71.3872543643469,0.47535008318814637,0.0787934248459506,0.01935501959452714,0.04141166116808032,1.85141166116808,0.10375944444047774
dense_curve,2.04,,,71.61774134636005,0.48073153577371436,0.0790478240220631,0.019574138353362955,0.041655900796359766,1.8516559007963598,0.10423296237542606
dense_curve,2.06,,,71.8444211355491,0.4861094520558412,0.07929802102281068,0.01979311312311616,0.041897507696152025,1.851897507696152,0.10470213414592684
dense_curve,2.08,,,72.06737925480557,0.49148364029700853,0.07954411024377675,0.02001193609673348,0.04213651618244701,1.8521365161824468,0.10516704634051023
dense_curve,2.1,,,72.28669898522628,0.49685391614421415,0.07978618360617194,0.020230599767839943,0.042372960298089575,1.8523729602980894,0.1056277833740119
dense_curve,2.12,,,72.50246142643859,0.5022201023930817,0.0800243306234178,0.02044909692113402,0.04260687379973971,1.8526068737997394,0.10608442754455182
dense_curve,2.14,,,72.7147455556389,0.5075820287581807,0.08025863846631037,0.02066742062303569,0.04283829014516538,1.8528382901451654,0.10653705908934608
dense_curve,2.16,,,72.9236282853325,0.5129395316495879,0.08048919202675027,0.02088556421258857,0.04306724248178758,1.8530672424817876,0.10698575623933884
dense_curve,2.1799999999999997,,,73.12918451976707,0.5182924539555799,0.08071607398003108,0.02110352129261173,0.04329376363640237,1.8532937636364024,0.10743059527264281
dense_curve,2.2,,,73.33148721005966,0.5236406448313855,0.08093936484568545,0.021321285721098256,0.0435178861060074,1.8535178861060075,0.10787165056678372
dense_curve,2.2199999999999998,,,73.530607408014,0.528983959493941,0.08115914304688576,0.021538851602858185,0.043739642049664886,1.8537396420496648,0.10830899464974394
dense_curve,2.24,,,73.72661431863703,0.5343222590225594,0.08137548496840918,0.02175621328140231,0.04395906328133415,1.8539590632813343,0.1087426982498115
dense_curve,2.26,,,73.91957535135866,0.539655410165376,0.08158846501317107,0.021973365331061118,0.04417618126361406,1.854176181263614,0.1091728303442322
dense_curve,2.2800000000000002,,,74.10955616996559,0.5449832851515445,0.08179815565733954,0.02219030254933792,0.04439102710233445,1.8543910271023343,0.10959945820667746
dense_curve,2.3,,,74.29662074126338,0.5503057615089969,0.08200462750404573,0.022407019949488505,0.044603631541941635,1.8546036315419414,0.11002264745353424
dense_curve,2.3200000000000003,,,74.4808313824783,0.5556227218877202,0.0822079493357037,0.022623512753325425,0.04481402496162537,1.8548140249616254,0.11044246208902914
dense_curve,2.34,,,74.66224880741743,0.5609340538883739,0.0824081881649593,0.02283977638423974,0.04502223737213716,1.8550222373721372,0.11085896454919905
dense_curve,2.3600000000000003,,,74.84093217140392,0.566239649896207,0.08260540928428732,0.023055806460438564,0.045228298413251745,1.8552282984132515,0.11127221574472589
dense_curve,2.38,,,75.01693911500674,0.5715394069200602,0.08279967631425815,0.02327159878838965,0.04543223735182865,1.8554322373518284,0.1116822751026478
dense_curve,2.4000000000000004,,,75.19032580658437,0.5768332264364325,0.08299105125049513,0.02348714935647217,0.04563408308043029,1.85563408308043,0.11208920060696731
dense_curve,2.42,,,75.361146983666,0.5821210142384051,0.08317959450934893,0.023702454328825295,0.045833864116456936,1.855833864116457,0.11249304883817424
dense_curve,2.44,,,75.52945599318988,0.5874026802893527,0.08336536497231044,0.023917510039391725,0.046031608601761406,1.8560316086017612,0.11289387501170217
dense_curve,2.46,,,75.69530483062113,0.5926781385812901,0.083548420029187,0.024132312986149908,0.04622734430270857,1.8562273443027084,0.1132917330153369
dense_curve,2.48,,,75.85874417797645,0.5979473069977601,0.08372881562007198,0.024346859825531173,0.046421098610643884,1.856421098610644,0.11368667544560315
dense_curve,2.5,,,76.01982344077372,0.6032101071811168,0.08390660627612777,0.024561147367015902,0.04661289854274252,1.8566128985427426,0.11407875364314368
dense_curve,2.52,,,76.17859078393465,0.6084664644040655,0.08408184515921316,0.024775172567902928,0.0468027707432079,1.8568027707432075,0.1144680177271161
dense_curve,2.54,,,76.33509316666205,0.613716307445411,0.08425458410037913,0.02498893252825033,0.04699074148479155,1.8569907414847913,0.11485451662862947
dense_curve,2.56,,,76.48937637631762,0.6189595684698094,0.08442487363726123,0.025202424485979272,0.04717683667060918,1.8571768366706092,0.1152382981232405
dense_curve,2.58,,,76.64148506132305,0.6241961829114805,0.08459276305039402,0.02541564581213903,0.047361081836227496,1.8573610818362276,0.11561940886253305
dense_curve,2.6,,,76.79146276310986,0.6294260893616778,0.08475830039847573,0.025628594006325098,0.04754350215199967,1.8575435021519993,0.11599789440480084
dense_curve,2.62,,,76.93935194714066,0.6346492294599285,0.0849215325526077,0.025841266692250748,0.04772412242562654,1.8577241224256262,0.11637379924485845
dense_curve,2.64,,,77.08519403302762,0.639865547788802,0.08508250522953768,0.026053661613462273,0.04790296710492426,1.857902967104924,0.11674716684299996
dense_curve,2.66,,,77.22902942376886,0.6450749917721835,0.08524126302392931,0.026265776629196963,0.048080060280779595,1.8580800602807794,0.11711803965312628
dense_curve,2.6799999999999997,,,77.37089753412975,0.6502775115769203,0.08539784943968788,0.026477609710378394,0.04825542569027378,1.858255425690274,0.11748645915006628
dense_curve,2.7,,,77.51083681818933,0.6554730600177319,0.08555230692036458,0.02668915893574462,0.04842908671995955,1.8584290867199593,0.11785246585610921
dense_curve,2.7199999999999998,,,77.64888479607572,0.6606615924652659,0.0857046768786657,0.026900422488104436,0.04860106640927568,1.8586010664092756,0.11821609936677015
dense_curve,2.74,,,77.78507807991389,0.6658430667572591,0.08585499972509227,0.027111398650720087,0.048771387454083076,1.858771387454083,0.11857739837581235
dense_curve,2.76,,,77.91945239900559,0.6710174431126357,0.08600331489573239,0.027322085803809598,0.04894007221031087,1.858940072210311,0.11893640069954199
dense_curve,2.7800000000000002,,,78.05204262426474,0.6761846840484832,0.08614966087923168,0.02753248242116621,0.04910714269769861,1.8591071426976984,0.11929314330039789
dense_curve,2.8,,,78.18288279193013,0.681344754299841,0.0862940752429661,0.027742587066892414,0.049272620603621954,1.8592726206036216,0.11964766230985852
dense_curve,2.8200000000000003,,,78.31200612657321,0.6864976207421288,0.08643659465843671,0.02795239839224142,0.04943652728699357,1.8594365272869933,0.11999999305067814
dense_curve,2.84,,,78.43944506342591,0.6916432523162246,0.0865772549259139,0.028161915132566502,0.04959888378222522,1.859598883782225,0.1203501700584804
dense_curve,2.8600000000000003,,,78.56523127004316,0.6967816199560399,0.08671609099834734,0.02837113610437213,0.049759710803244935,1.8597597108032446,0.12069822710271948
dense_curve,2.88,,,78.68939566732412,0.7019126965185399,0.08685313700456812,0.02858006020246448,0.049919028747558124,1.8599190287475582,0.1210441972070326
dense_curve,2.9000000000000004,,,78.81196844990878,0.7070364567161102,0.08698842627180133,0.028788686397197637,0.05007685770034519,1.8600768577003453,0.12138811266899896
dense_curve,2.92,,,78.93297910596867,0.7121528770512179,0.08712199134751009,0.028997013731813143,0.05023321743858793,1.8602332174385878,0.12173000507932323
dense_curve,2.94,,,79.05245643640995,0.7172619357532631,0.08725386402059081,0.029205041319868775,0.050388127435217825,1.8603881274352179,0.12206990534045958
dense_curve,2.96,,,79.1704285735068,0.7223636127175802,0.08738407534193977,0.029412768342754816,0.050541606863278854,1.8605416068632787,0.1224078436846946
dense_curve,2.98,,,79.28692299898236,0.727457889446451,0.08751265564440992,0.02962019404729227,0.050693674600099936,1.8606936746000997,0.1227438496917022
dense_curve,3.0,,,79.40196656155376,0.7325447489921818,0.08763963456217605,0.029827317743415106,0.050844349231469625,1.8608443492314695,0.12307795230559115
dense_curve,3.02,,,79.51558549395595,0.7376241759020243,0.08776504104952487,0.030034138801927592,0.050993649055810435,1.8609936490558103,0.12341017985145247
dense_curve,3.04,,,79.62780542946332,0.742696156165014,0.08788890339909063,0.030240656652339677,0.051141592088345296,1.8611415920883452,0.1237405600514303
dense_curve,3.06,,,79.73865141792247,0.7477606771605879,0.08801124925955131,0.03044687078077484,0.05128819606525288,1.8612881960652528,0.12406912004032616
dense_curve,3.08,,,79.84814794131043,0.7528177276089173,0.08813210565280084,0.03065278072794779,0.051433478447808885,1.8614334784478086,0.12439588638074864
dense_curve,3.1,,,79.95631892883446,0.7578672975229396,0.08825149899061556,0.030858386087211292,0.051577456426507455,1.8615774564265073,0.12472088507782686
dense_curve,3.12,,,80.06318777158782,0.762909378162012,0.08836945509083036,0.031063686502669108,0.05172014692516042,1.8617201469251603,0.12504414159349947
dense_curve,3.14,,,80.16877733677222,0.7679439619871182,0.08848599919303678,0.03126868166735208,0.0518615666049717,1.8618615666049716,0.12536568086038885
dense_curve,3.16,,,80.27310998150469,0.7729710426175805,0.08860115597382218,0.03147337132145561,0.05200173186858297,1.8620017318685829,0.1256855272952778
dense_curve,3.18,,,80.37620756621683,0.7779906147892592,0.08871494956155922,0.03167775525063761,0.05214065886408905,1.862140658864089,0.12600370481219683
dense_curve,3.2,,,80.4780914676646,0.7830026743141446,0.08882740355076525,0.03188183328437322,0.05227836348901922,1.862278363489019,0.1263202368351385
dense_curve,3.22,,,80.57878259155524,0.7880072180412946,0.08893854101603936,0.03208560529436426,0.05241486139428458,1.8624148613942844,0.12663514631040362
dense_curve,3.24,,,80.67830138480637,0.7930042438191396,0.08904838452559319,0.03228907119300441,0.05255016798808716,1.8625501679880867,0.12694845571859759
dense_curve,3.2600000000000002,,,80.77666784744896,0.7979937504590031,0.0891569561543889,0.03249223093189386,0.05268429843979056,1.8626842984397907,0.12726018708628276
dense_curve,3.2800000000000002,,,80.8739015441824,0.8029757376998929,0.08926427749689296,0.03269508450040568,0.05281726768375041,1.8628172676837504,0.12757036199729865
dense_curve,3.3000000000000003,,,80.97002161559615,0.8079502061744471,0.08937036967946202,0.03289763192429925,0.052949090423102634,1.8629490904231027,0.12787900160376128
dense_curve,3.32,,,81.06504678906443,0.8129171573760486,0.08947525337236795,0.03309987326438124,0.05307978113350927,1.8630797811335096,0.1281861266367492
dense_curve,3.34,,,81.15899538932823,0.8178765936270421,0.08957894880147754,0.033301808615211495,0.05320935406685957,1.8632093540668593,0.12849175741668906
dense_curve,3.36,,,81.25188534877043,0.8228285180480053,0.08968147575959387,0.03350343810385181,0.053337823254926885,1.863337823254927,0.1287959138634457
dense_curve,3.38,,,81.34373421739578,0.8277729345280794,0.08978285361747142,0.033704761888657925,0.05346520251297948,1.8634652025129794,0.12909861550612933
dense_curve,3.4,,,81.43455917252501,0.8327098476962665,0.08988310133451607,0.03390578015811076,0.053591505443345046,1.8635915054433452,0.12939988149262682
dense_curve,3.42,,,81.52437702821088,0.8376392628937185,0.089982237469178,0.03410649312968812,0.05371674543892803,1.863716745438928,0.12969973059886614
dense_curve,3.44,,,81.61320424438439,0.842561186146942,0.09008028018904675,0.034306901048773715,0.0538409356866801,1.86384093568668,0.12999818123782048
dense_curve,3.46,,,81.70105693574183,0.847475624141906,0.09017724728066029,0.03450700418760281,0.05396408917102223,1.863964089171022,0.1302952514682631
dense_curve,3.48,,,81.78795088037856,0.8523825841990087,0.09027315615903454,0.034706802844242976,0.0540862186772191,1.8640862186772191,0.13059095900327752
dense_curve,3.5,,,81.87390152817639,0.8572820742489048,0.09036802387692092,0.03490629734160987,0.0542073367947055,1.8642073367947056,0.1308853212185308
dense_curve,3.52,,,81.95892400895691,0.8621741028091161,0.09046186713380545,0.03510548802651483,0.054327455920363546,1.8643274559203635,0.13117835516032028
dense_curve,3.54,,,82.04303314040132,0.8670586789614568,0.09055470228465044,0.03530437526874572,0.05444658826175249,1.8644465882617525,0.13147007755339618
dense_curve,3.56,,,82.12624343574959,0.8719358123301852,0.09064654534839219,0.03550295946017732,0.054564745840289475,1.8645647458402894,0.13176050480856952
dense_curve,3.58,,,82.20856911128307,0.8768055130609057,0.09073741201620004,0.035701241013912255,0.054681940494382034,1.864681940494382,0.1320496530301123
dense_curve,3.6,,,82.29002409359668,0.8816677918001493,0.09082731765950296,0.0358992203634496,0.054798183882513174,1.864798183882513,0.13233753802295256
dense_curve,3.62,,,82.37062202666982,0.8865226596756978,0.09091627733779406,0.0360968979618837,0.054913487486276856,1.864913487486277,0.13262417529967777
dense_curve,3.64,,,82.45037627873837,0.8913701282774853,0.09100430580621555,0.03629427428112653,0.05502786261336756,1.8650278626133674,0.13290958008734208
dense_curve,3.66,,,82.52929994897733,0.8962102096391964,0.09109141752293462,0.03649134981115846,0.05514132040052103,1.8651413204005207,0.13319376733409308
dense_curve,3.68,,,82.60740587399863,0.9010429162204578,0.09117762665631549,0.036688125059303085,0.05525387181640799,1.865253871816408,0.13347675171561857
dense_curve,3.7,,,82.68470663416757,0.9058682608896316,0.09126294709189099,0.03688460054952665,0.05536552766448173,1.8653655276644818,0.13375854764141765
dense_curve,3.72,,,82.76121455974844,0.9106862569071618,0.09134739243914597,0.037080776821759975,0.05547629858577797,1.8654762985857778,0.13403916926090595
dense_curve,3.74,,,82.83694173687798,0.9154969179095118,0.09143097603811026,0.037276654431244394,0.055586195061669876,1.8655861950616697,0.13431863046935466
dense_curve,3.7600000000000002,,,82.91190001337858,0.9203002578936044,0.09151371096577521,0.037472233947898205,0.055695227416576225,1.8656952274165761,0.1345969449136734
dense_curve,3.7800000000000002,,,82.98610100441003,0.925096291201807,0.09159561004233152,0.03766751595570533,0.055803405820625165,1.8658034058206252,0.13487412599803686
dense_curve,3.8000000000000003,,,83.05955609797007,0.9298850325073962,0.09167668583724074,0.03786250105212345,0.055910740292272575,1.8659107402922723,0.1351501868893642
dense_curve,3.82,,,83.13227646024305,0.9346664968005122,0.09175695067513857,0.03805718984751209,0.05601724070087679,1.8660172407008766,0.13542514052265067
dense_curve,3.84,,,83.20427304080603,0.9394406993746074,0.09183641664158129,0.03825158296458089,0.056122916769228585,1.8661229167692284,0.1356989996061622
dense_curve,3.86,,,83.27555657769362,0.9442076558132948,0.09191509558863589,0.03844568103785404,0.05622777807603887,1.8662277780760388,0.13597177662648993
dense_curve,3.88,,,83.34613760232642,0.9489673819776847,0.09199299914031993,0.03863948471315473,0.0563318340583828,1.8663318340583828,0.13624348385347468
dense_curve,3.9,,,83.41602644430752,0.9537198939941145,0.09207013869789561,0.03883299464710548,0.05643509401410228,1.8664350940141021,0.1365141333450011
dense_curve,3.92,,,83.48523323609118,0.9584652082422993,0.09214652544502283,0.039026211506645724,0.056537567104166186,1.866537567104166,0.13678373695166857
dense_curve,3.94,,,83.55376791752626,0.9632033413438716,0.09222217035277394,0.03921913596856511,0.056639262354990075,1.86663926235499,0.13705230632133905
dense_curve,3.96,,,83.62164024028024,0.9679343101513044,0.0922970841845168,0.03941176871905254,0.056740188660714806,1.866740188660715,0.13731985290356935
dense_curve,3.98,,,83.68885977214407,0.9726581317372148,0.09237127750066622,0.03960411045326058,0.056840354785445524,1.8668403547854455,0.1375863879539268
dense_curve,4.0,,,83.75543590122614,0.9773748233839931,0.09244476066331297,0.039796161874883246,0.05693976936545094,1.8669397693654508,0.13785192253819623
dense_curve,4.02,,,83.82137784003285,0.9820844025738188,0.0925175438407279,0.03998792369574944,0.05703844091132404,1.867038440911324,0.13811646753647733
dense_curve,4.04,,,83.88669462944452,0.9867868869789789,0.09258963701175,0.04017939663542873,0.05713637781010427,1.867136377810104,0.13838003364717874
dense_curve,4.0600000000000005,,,83.95139514258594,0.9914822944525247,0.09266104997005882,0.04037058142085097,0.057233588327362125,1.8672335883273619,0.1386426313909098
dense_curve,4.08,,,84.01548808859637,0.9961706430192204,0.09273179232833548,0.04056147878593769,0.057330080609246756,1.8673300806092468,0.13890427111427317
dense_curve,4.1,,,84.0789820163019,1.0008519508668392,0.0928018735223159,0.04075208947124772,0.05742586268449667,1.8674258626844968,0.13916496299356362
dense_curve,4.12,,,84.1418853177918,1.005526236337684,0.0928713028147385,0.04094241422363197,0.05752094246641494,1.8675209424664148,0.13942471703837048
dense_curve,4.140000000000001,,,84.20420623190368,1.0101935179204578,0.09294008929919052,0.041132453795902336,0.057615327754808494,1.8676153277548082,0.13968354309509287
dense_curve,4.16,,,84.26595284761753,1.0148538142423529,0.0930082419038545,0.041322208946509696,0.05770902623789322,1.867709026237893,0.1399414508503642
dense_curve,4.18,,,84.3271331073639,1.0195071440614503,0.09307576939515957,0.041511680439234304,0.057802045494164137,1.867802045494164,0.1401984498343939
dense_curve,4.2,,,84.38775481024649,1.0241535262593267,0.09314268038133834,0.0417008690428849,0.05789439299423257,1.8678943929942322,0.14045454942422325
dense_curve,4.220000000000001,,,84.4478256151834,1.0287929798339446,0.09320898331589406,0.04188977553100912,0.057986076102629576,1.8679860761026292,0.14070975884690318
dense_curve,4.24,,,84.5073530439675,1.0334255238927867,0.09327468650097853,0.04207840068161399,0.058077102079577225,1.8680771020795768,0.1409640871825925
dense_curve,4.26,,,84.56634448425041,1.0380511776461745,0.09333979809068561,0.04226674527689384,0.058167478082727826,1.8681674780827278,0.14121754336757947
dense_curve,4.28,,,84.62480719244994,1.042669960400866,0.09340432609426029,0.04245481010296969,0.05825721116887149,1.8682572111688713,0.14147013619722998
dense_curve,4.300000000000001,,,84.68274829658512,1.0472818915538211,0.09346827837922796,0.042642595949635306,0.0583463082956132,1.868346308295613,0.14172187432886327
dense_curve,4.32,,,84.74017479903999,1.0518869905862294,0.09353166267444471,0.042830103610114086,0.05843477632301881,1.8684347763230185,0.1419727662845588
dense_curve,4.34,,,84.79709357925762,1.0564852770576898,0.0935944865730711,0.04301733388082203,0.058522622015231986,1.8685226220152316,0.14222282045389312
dense_curve,4.359999999999999,,,84.85351139636771,1.0610767706006075,0.09365675753547213,0.04320428756113966,0.058609852042061504,1.8686098520420613,0.1424720450966118
dense_curve,4.38,,,84.90943489174856,1.0656614909147937,0.09371848289204524,0.043390965453192085,0.05869647298053943,1.8686964729805393,0.14272044834523734
dense_curve,4.4,,,84.96487059152525,1.0702394577622252,0.09377966984597745,0.04357736836163558,0.058782491316451586,1.8687824913164515,0.14296803820761303
dense_curve,4.42,,,85.01982490900673,1.0748106909619897,0.09384032547593538,0.04376349709345191,0.05886791344583998,1.86886791344584,0.14321482256938728
dense_curve,4.4399999999999995,,,85.07430414706222,1.079375210385419,0.09390045673868826,0.043949352457750036,0.058952745676477854,1.8689527456764778,0.1434608091964383
dense_curve,4.46,,,85.12831450043986,1.083933035951363,0.09396007047166703,0.04413493526557372,0.05903699422931821,1.8690369942293186,0.14370600573724077
dense_curve,4.48,,,85.1818620580284,1.0884841876216376,0.09401917339546073,0.04432024632971624,0.05912066523991585,1.8691206652399157,0.14395041972517697
dense_curve,4.5,,,85.23495280506354,1.0930286853966307,0.09407777211625168,0.044505286464541376,0.05920376475982376,1.8692037647598232,0.14419405858079307
dense_curve,4.52,,,85.28759262528139,1.0975665493110485,0.09413587312819242,0.044690056485810294,0.059286298757963984,1.8692862987579641,0.14443692961400273
dense_curve,4.54,,,85.33978730301826,1.1020977994298278,0.09419348281572332,0.044874557210515045,0.05936827312197392,1.8693682731219738,0.14467904002623838
